filename,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_Archbishop_orig,0.023545706371191136,0.012465373961218837,0.0886426592797784,0.0221606648199446,0.012465373961218837,0.013850415512465374,0.013850415512465374,0.0,0.045706371191135735,0.04709141274238227,0.02631578947368421,0.019390581717451522,0.00554016620498615,0.023545706371191136,0.008310249307479225,0.01662049861495845,0.07479224376731301,0.023545706371191136,0.002770083102493075,0.023545706371191136,0.019390581717451522,0.04847645429362881,0.06786703601108034,0.008310249307479225,0.023545706371191136,0.0,0.02077562326869806,0.05124653739612189,0.062326869806094184,0.002770083102493075,0.07340720221606649,0.00554016620498615,0.00554016620498615,0.027700831024930747,0.01662049861495845,0.027700831024930747,0.006925207756232687,0.027700831024930747,0.0
1H4_Bardolph_orig,0.03278688524590164,0.02185792349726776,0.07285974499089254,0.025500910746812388,0.0036429872495446266,0.030965391621129327,0.02185792349726776,0.0,0.04918032786885246,0.030965391621129327,0.0273224043715847,0.014571948998178506,0.009107468123861567,0.023679417122040074,0.00546448087431694,0.0036429872495446266,0.051001821493624776,0.025500910746812388,0.01092896174863388,0.018214936247723135,0.04007285974499089,0.04735883424408015,0.07285974499089254,0.00546448087431694,0.023679417122040074,0.0,0.012750455373406194,0.04553734061930783,0.056466302367941715,0.009107468123861567,0.06739526411657559,0.0036429872495446266,0.0036429872495446266,0.03460837887067395,0.014571948998178506,0.029143897996357013,0.0273224043715847,0.0273224043715847,0.0
1H4_Bedford_orig,0.028901734104046242,0.03468208092485549,0.028901734104046242,0.028901734104046242,0.005780346820809248,0.03468208092485549,0.017341040462427744,0.0,0.06358381502890173,0.04046242774566474,0.017341040462427744,0.011560693641618497,0.011560693641618497,0.023121387283236993,0.017341040462427744,0.017341040462427744,0.06936416184971098,0.05202312138728324,0.0,0.03468208092485549,0.05202312138728324,0.03468208092485549,0.04046242774566474,0.011560693641618497,0.005780346820809248,0.0,0.0,0.046242774566473986,0.05202312138728324,0.005780346820809248,0.08670520231213873,0.005780346820809248,0.0,0.028901734104046242,0.017341040462427744,0.03468208092485549,0.011560693641618497,0.023121387283236993,0.005780346820809248
1H4_Blunt_orig,0.02243211334120425,0.030696576151121605,0.08264462809917356,0.018890200708382526,0.015348288075560802,0.015348288075560802,0.01770956316410862,0.0035419126328217238,0.05667060212514758,0.04250295159386069,0.02833530106257379,0.011806375442739079,0.008264462809917356,0.020070838252656435,0.012987012987012988,0.01652892561983471,0.06493506493506493,0.0295159386068477,0.004722550177095631,0.021251475796930343,0.03896103896103896,0.02715466351829988,0.06257378984651712,0.009445100354191263,0.011806375442739079,0.0,0.020070838252656435,0.047225501770956316,0.0602125147579693,0.009445100354191263,0.08264462809917356,0.0070838252656434475,0.008264462809917356,0.023612750885478158,0.01770956316410862,0.01652892561983471,0.015348288075560802,0.01770956316410862,0.0
1H4_Chamberlain_orig,0.023696682464454975,0.04265402843601896,0.07345971563981042,0.023696682464454975,0.011848341232227487,0.023696682464454975,0.016587677725118485,0.0,0.035545023696682464,0.037914691943127965,0.018957345971563982,0.009478672985781991,0.011848341232227487,0.026066350710900472,0.011848341232227487,0.02132701421800948,0.06635071090047394,0.02132701421800948,0.0,0.03317535545023697,0.052132701421800945,0.030805687203791468,0.07582938388625593,0.009478672985781991,0.018957345971563982,0.0,0.016587677725118485,0.04976303317535545,0.018957345971563982,0.004739336492890996,0.08293838862559241,0.016587677725118485,0.0071090047393364926,0.02132701421800948,0.018957345971563982,0.030805687203791468,0.011848341232227487,0.023696682464454975,0.0
1H4_DRAWERS.Francis_orig,0.024242424242424242,0.024242424242424242,0.048484848484848485,0.04242424242424243,0.0,0.048484848484848485,0.030303030303030304,0.0,0.04242424242424243,0.012121212121212121,0.012121212121212121,0.03636363636363636,0.0,0.01818181818181818,0.006060606060606061,0.01818181818181818,0.06060606060606061,0.030303030303030304,0.0,0.01818181818181818,0.07272727272727272,0.04242424242424243,0.05454545454545454,0.006060606060606061,0.024242424242424242,0.0,0.006060606060606061,0.06060606060606061,0.07272727272727272,0.006060606060606061,0.06666666666666667,0.0,0.030303030303030304,0.03636363636363636,0.0,0.01818181818181818,0.012121212121212121,0.01818181818181818,0.0
1H4_Douglas_orig,0.02810810810810811,0.025945945945945945,0.07783783783783783,0.017297297297297298,0.022702702702702703,0.02702702702702703,0.021621621621621623,0.001081081081081081,0.04540540540540541,0.05945945945945946,0.021621621621621623,0.010810810810810811,0.005405405405405406,0.017297297297297298,0.008648648648648649,0.02054054054054054,0.07675675675675675,0.034594594594594595,0.001081081081081081,0.02918918918918919,0.04216216216216216,0.03135135135135135,0.06486486486486487,0.014054054054054054,0.022702702702702703,0.0,0.011891891891891892,0.04216216216216216,0.04,0.004324324324324324,0.0681081081081081,0.010810810810810811,0.005405405405405406,0.00972972972972973,0.021621621621621623,0.024864864864864864,0.008648648648648649,0.023783783783783784,0.001081081081081081
1H4_Falstaff_orig,0.02574146614437605,0.03497481813094572,0.07463626189143817,0.020145495243424735,0.019795747062115277,0.03140738668158925,0.022733631785114717,0.002378287632904309,0.04364857302742026,0.042039731393396756,0.020565193060996082,0.01266088416340235,0.007974258533855624,0.02427252378287633,0.011961387800783436,0.017557358701734752,0.06344432008953553,0.03294627867935087,0.0026580861779518746,0.024622271964185788,0.041130386121992164,0.03714325685506435,0.06918019026301063,0.006785114717403469,0.01804700615556799,0.0001398992725237829,0.01853665360940123,0.042459429210968104,0.03616396194739788,0.0072048125349748185,0.06973978735310576,0.006925013989927252,0.010842193620593172,0.019655847789591493,0.02378287632904309,0.021544487968662564,0.009792949076664802,0.02434247341913822,0.00041969781757134864
1H4_Gadshill_orig,0.01799775028121485,0.0359955005624297,0.07536557930258718,0.014623172103487065,0.02249718785151856,0.01799775028121485,0.015748031496062992,0.0,0.0359955005624297,0.0562429696287964,0.01687289088863892,0.01799775028121485,0.010123734533183352,0.019122609673790775,0.01124859392575928,0.015748031496062992,0.06524184476940383,0.031496062992125984,0.003374578177727784,0.03937007874015748,0.03374578177727784,0.04161979752530934,0.07424071991001124,0.008998875140607425,0.019122609673790775,0.0011248593925759281,0.01799775028121485,0.04049493813273341,0.047244094488188976,0.013498312710911136,0.06974128233970754,0.003374578177727784,0.006749156355455568,0.025871766029246346,0.019122609673790775,0.021372328458942633,0.007874015748031496,0.024746906636670417,0.0
1H4_Glendower_orig,0.02333931777378815,0.029922202274087373,0.07959305804907241,0.024536205864751647,0.008378216636744464,0.02154398563734291,0.017953321364452424,0.003590664272890485,0.047875523638539794,0.0353081986834231,0.016756433273488927,0.01376421304608019,0.005385996409335727,0.017953321364452424,0.009575104727707959,0.017953321364452424,0.06642728904847396,0.038300418910831836,0.0011968880909634949,0.026331538001196888,0.045481747456612806,0.03590664272890485,0.07001795332136446,0.008378216636744464,0.015559545182525433,0.0,0.020945541591861162,0.04129263913824058,0.03710353081986834,0.017953321364452424,0.06283662477558348,0.007779772591262717,0.00718132854578097,0.022740873728306403,0.025134649910233394,0.024536205864751647,0.01855176540993417,0.03171753441053261,0.0011968880909634949
