filename,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_Archbishop,0.013268998793727383,0.014475271411338963,0.10735826296743065,0.022919179734620022,0.008443908323281062,0.022919179734620022,0.012062726176115802,0.0036188178528347406,0.05186972255729795,0.04101326899879373,0.03739445114595899,0.027744270205066344,0.015681544028950542,0.021712907117008445,0.008443908323281062,0.020506634499396863,0.05186972255729795,0.020506634499396863,0.0024125452352231603,0.026537997587454766,0.031363088057901084,0.04221954161640531,0.07117008443908324,0.006031363088057901,0.010856453558504222,0.0,0.018094089264173704,0.05669481302774427,0.05066344993968637,0.006031363088057901,0.06755126658624849,0.0048250904704463205,0.0036188178528347406,0.027744270205066344,0.014475271411338963,0.025331724969843185,0.006031363088057901,0.026537997587454766,0.0
1H4_Bardolph,0.029508196721311476,0.019672131147540985,0.08196721311475409,0.02622950819672131,0.00819672131147541,0.03278688524590164,0.01639344262295082,0.001639344262295082,0.054098360655737705,0.027868852459016394,0.03278688524590164,0.018032786885245903,0.018032786885245903,0.021311475409836064,0.004918032786885246,0.006557377049180328,0.04262295081967213,0.027868852459016394,0.009836065573770493,0.018032786885245903,0.03934426229508197,0.04426229508196721,0.07213114754098361,0.004918032786885246,0.013114754098360656,0.0,0.011475409836065573,0.05081967213114754,0.060655737704918035,0.00819672131147541,0.06229508196721312,0.003278688524590164,0.001639344262295082,0.036065573770491806,0.013114754098360656,0.03114754098360656,0.022950819672131147,0.02622950819672131,0.0
1H4_Bedford,0.024390243902439025,0.02926829268292683,0.05365853658536585,0.02926829268292683,0.004878048780487805,0.03902439024390244,0.014634146341463415,0.004878048780487805,0.06341463414634146,0.03414634146341464,0.024390243902439025,0.01951219512195122,0.02926829268292683,0.01951219512195122,0.014634146341463415,0.024390243902439025,0.05365853658536585,0.05365853658536585,0.004878048780487805,0.02926829268292683,0.04878048780487805,0.03902439024390244,0.03414634146341464,0.00975609756097561,0.0,0.0,0.0,0.04390243902439024,0.05853658536585366,0.004878048780487805,0.07804878048780488,0.004878048780487805,0.0,0.024390243902439025,0.014634146341463415,0.03414634146341464,0.00975609756097561,0.024390243902439025,0.0
1H4_Blunt,0.02092050209205021,0.03138075313807531,0.09309623430962342,0.0198744769874477,0.008368200836820083,0.01882845188284519,0.015690376569037656,0.010460251046025104,0.06171548117154812,0.03765690376569038,0.034518828451882845,0.021966527196652718,0.016736401673640166,0.01778242677824268,0.011506276150627616,0.02092050209205021,0.049163179916317995,0.032426778242677826,0.005230125523012552,0.0198744769874477,0.03765690376569038,0.028242677824267783,0.06380753138075314,0.010460251046025104,0.007322175732217573,0.0010460251046025104,0.01778242677824268,0.04707112970711297,0.0596234309623431,0.008368200836820083,0.06903765690376569,0.006276150627615063,0.005230125523012552,0.02405857740585774,0.016736401673640166,0.016736401673640166,0.013598326359832637,0.01882845188284519,0.0
1H4_Chamberlain,0.017817371937639197,0.044543429844097995,0.08463251670378619,0.028953229398663696,0.0066815144766146995,0.026726057906458798,0.015590200445434299,0.0022271714922048997,0.044543429844097995,0.035634743875278395,0.0200445434298441,0.017817371937639197,0.022271714922048998,0.024498886414253896,0.008908685968819599,0.031180400890868598,0.04899777282850779,0.024498886414253896,0.0022271714922048997,0.026726057906458798,0.051224944320712694,0.028953229398663696,0.0757238307349666,0.011135857461024499,0.0200445434298441,0.0,0.011135857461024499,0.051224944320712694,0.022271714922048998,0.0022271714922048997,0.07349665924276169,0.015590200445434299,0.004454342984409799,0.0200445434298441,0.017817371937639197,0.028953229398663696,0.008908685968819599,0.022271714922048998,0.0
1H4_DRAWERS.Francis,0.011111111111111112,0.027777777777777776,0.05555555555555555,0.044444444444444446,0.011111111111111112,0.05555555555555555,0.027777777777777776,0.005555555555555556,0.07777777777777778,0.011111111111111112,0.011111111111111112,0.03333333333333333,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.016666666666666666,0.044444444444444446,0.027777777777777776,0.0,0.016666666666666666,0.07777777777777778,0.03888888888888889,0.06666666666666667,0.005555555555555556,0.016666666666666666,0.0,0.005555555555555556,0.05555555555555555,0.06111111111111111,0.005555555555555556,0.06111111111111111,0.0,0.016666666666666666,0.03333333333333333,0.005555555555555556,0.016666666666666666,0.011111111111111112,0.016666666666666666,0.0
1H4_Douglas,0.022115384615384617,0.026923076923076925,0.08557692307692308,0.019230769230769232,0.01730769230769231,0.03173076923076923,0.019230769230769232,0.0028846153846153848,0.04807692307692308,0.052884615384615384,0.026923076923076925,0.01730769230769231,0.010576923076923078,0.016346153846153847,0.007692307692307693,0.022115384615384617,0.0673076923076923,0.028846153846153848,0.0028846153846153848,0.02980769230769231,0.04230769230769231,0.03076923076923077,0.06442307692307692,0.014423076923076924,0.019230769230769232,0.0,0.010576923076923078,0.051923076923076926,0.03653846153846154,0.0038461538461538464,0.06923076923076923,0.009615384615384616,0.0019230769230769232,0.010576923076923078,0.020192307692307693,0.025,0.007692307692307693,0.025,0.0009615384615384616
1H4_Falstaff,0.020907247845919918,0.038139888494678156,0.08369234668018247,0.019450076026355803,0.013494678155093765,0.03452863659401926,0.02008362899138368,0.004244804865686771,0.045995945261023824,0.03750633552965028,0.026926001013684742,0.019640141915864166,0.016155600608210845,0.022997972630511912,0.011467308667004562,0.0225544855549924,0.04922706538266599,0.03313482007095793,0.002977698935631019,0.024011657374556513,0.042384693360364926,0.034655347187024836,0.0717181956411556,0.008679675620881906,0.014318297009630006,0.0008869741510390269,0.015965534718702483,0.04491890522047643,0.034718702483527625,0.006018753167764825,0.06791687785098834,0.006842372022301064,0.006715661429295489,0.019386720729853014,0.021920932589964522,0.022301064368981247,0.008426254434870755,0.02496198682209833,0.00012671059300557527
1H4_Gadshill,0.015045135406218655,0.041123370110330994,0.08324974924774323,0.0160481444332999,0.012036108324974924,0.01905717151454363,0.014042126379137413,0.007021063189568706,0.03610832497492478,0.04914744232698094,0.024072216649949848,0.028084252758274825,0.028084252758274825,0.01805416248746239,0.010030090270812437,0.02106318956870612,0.04714142427281846,0.031093279839518557,0.003009027081243731,0.03911735205616851,0.03610832497492478,0.03911735205616851,0.07723169508525576,0.014042126379137413,0.017051153460381142,0.0010030090270812437,0.015045135406218655,0.04613841524573721,0.04312938816449348,0.00802407221664995,0.062186559679037114,0.003009027081243731,0.004012036108324975,0.024072216649949848,0.0160481444332999,0.020060180541624874,0.007021063189568706,0.024072216649949848,0.0
1H4_Glendower,0.01814300960512273,0.0288153681963714,0.09071504802561366,0.023479188900747065,0.006937033084311633,0.02774813233724653,0.014941302027748132,0.0048025613660619,0.04909284951974386,0.030416221985058698,0.02454642475987193,0.02294557097118463,0.017609391675560297,0.015474919957310566,0.009071504802561366,0.021878335112059766,0.047491995731056565,0.03895410885805763,0.0021344717182497333,0.025613660618996798,0.0432230522945571,0.03628601921024546,0.07417289220917823,0.011739594450373533,0.009071504802561366,0.0,0.0192102454642476,0.047491995731056565,0.03628601921024546,0.016008537886873,0.05869797225186766,0.006937033084311633,0.003735325506937033,0.022411953041622197,0.021878335112059766,0.0240128068303095,0.016542155816435433,0.030949839914621132,0.0005336179295624333
