play,character,phoneme,zscore
1H6,Countess,DH,1.987202221
1H6,Countess,AY,0.862483438
1H6,Countess,AE,1.050375573
1H6,Countess,HH,0.22603453
1H6,Countess,JH,-0.619117681
1H6,Countess,L,-1.39267845
1H6,Countess,P,-0.179338669
1H6,Countess,B,0.937911074
1H6,Countess,ZH,-0.671145379
1H6,Countess,Y,-0.957843007
1H6,Countess,W,-1.340770017
1H6,Countess,V,-0.995735239
1H6,Countess,IY,0.922301346
1H6,Countess,OY,-0.172513299
1H6,Exeter,OW,-0.977451346
1H6,Exeter,SH,0.822087431
1H6,Exeter,TH,0.671386284
1H6,Exeter,NG,0.659255489
1H6,Exeter,T,-1.711060067
1H6,Exeter,CH,0.708246865
1H6,Exeter,R,1.496398129
1H6,Exeter,Z,0.667056034
1H6,Exeter,UH,-0.341904261
1H6,Exeter,AW,-0.041938079
1H6,Exeter,AH,-0.520172687
1H6,Exeter,AO,1.380721178
1H6,Exeter,G,-0.831155071
1H6,Exeter,K,0.433602935
1H6,Exeter,N,0.175077758
1H6,Exeter,M,-1.384680986
1H6,Exeter,S,-0.554111158
1H6,Exeter,AA,-1.405767354
1H6,Exeter,IH,2.400047941
1H6,Exeter,UW,-1.638404964
1H6,Exeter,F,1.111153358
1H6,Exeter,EH,0.245827513
1H6,Exeter,EY,-0.77145511
1H6,Exeter,D,0.62344413
1H6,Exeter,ER,0.322192142
1H6,Exeter,DH,-0.215121917
1H6,Exeter,AY,-0.647375987
1H6,Exeter,AE,-0.512766035
1H6,Exeter,HH,-0.784971105
1H6,Exeter,JH,-0.084259698
1H6,Exeter,L,0.039193362
1H6,Exeter,P,-0.637165596
1H6,Exeter,B,1.089511215
1H6,Exeter,ZH,2.052018496
1H6,Exeter,Y,-0.935246646
1H6,Exeter,W,1.324880773
1H6,Exeter,V,1.123417464
1H6,Exeter,IY,0.065548627
1H6,Exeter,OY,-0.418578024
1H6,Fastolf,OW,0.419789577
1H6,Fastolf,SH,1.373251335
1H6,Fastolf,TH,-0.200422052
1H6,Fastolf,NG,-2.114657608
1H6,Fastolf,T,1.027945282
1H6,Fastolf,CH,-2.297119978
1H6,Fastolf,R,2.78788462
1H6,Fastolf,Z,-2.081006902
1H6,Fastolf,UH,-2.24003318
1H6,Fastolf,AW,-2.403830688
1H6,Fastolf,AH,0.784824899
1H6,Fastolf,AO,0.531011496
1H6,Fastolf,G,4.495042394
1H6,Fastolf,K,-1.283304665
1H6,Fastolf,N,-3.161061016
1H6,Fastolf,M,-0.293965988
1H6,Fastolf,S,-0.256299579
1H6,Fastolf,AA,-0.14089762
1H6,Fastolf,IH,-3.170539104
1H6,Fastolf,UW,4.315966933
1H6,Fastolf,F,1.999028829
1H6,Fastolf,EH,-2.423075515
1H6,Fastolf,EY,7.189301305
1H6,Fastolf,D,-0.940851109
1H6,Fastolf,ER,1.784124633
1H6,Fastolf,DH,-1.504579059
1H6,Fastolf,AY,2.878253844
1H6,Fastolf,AE,-0.74364488
1H6,Fastolf,HH,-1.056127046
1H6,Fastolf,JH,-1.866040876
1H6,Fastolf,L,1.653812607
1H6,Fastolf,P,-4.07845846
1H6,Fastolf,B,-0.372723434
1H6,Fastolf,ZH,-0.671145379
1H6,Fastolf,Y,-0.097260298
1H6,Fastolf,W,0.703691071
1H6,Fastolf,V,5.062387043
1H6,Fastolf,IY,-3.41429863
1H6,Fastolf,OY,-1.034298694
1H6,Gargrave,OW,4.611812767
1H6,Gargrave,SH,-2.469932999
1H6,Gargrave,TH,11.97642105
1H6,Gargrave,NG,2.5724041
1H6,Gargrave,T,-1.702276369
1H6,Gargrave,CH,-2.297119978
1H6,Gargrave,R,5.551789396
1H6,Gargrave,Z,1.138345818
1H6,Gargrave,UH,-2.24003318
1H6,Gargrave,AW,-2.403830688
1H6,Gargrave,AH,-4.537698255
1H6,Gargrave,AO,10.92517602
1H6,Gargrave,G,2.794838232
1H6,Gargrave,K,-1.187283278
1H6,Gargrave,N,0.37367604
1H6,Gargrave,M,2.192293939
1H6,Gargrave,S,-1.818504617
1H6,Gargrave,AA,-0.023386089
1H6,Gargrave,IH,-4.558041616
1H6,Gargrave,UW,-4.017990411
1H6,Gargrave,F,3.580399354
1H6,Gargrave,EH,-2.328756543
1H6,Gargrave,EY,0.20812321
1H6,Gargrave,D,0.715851283
1H6,Gargrave,ER,-1.18998992
1H6,Gargrave,DH,0.135296833
1H6,Gargrave,AY,-1.195480384
1H6,Gargrave,AE,7.794031388
1H6,Gargrave,HH,-0.979924095
1H6,Gargrave,JH,-1.866040876
1H6,Gargrave,L,1.889256852
1H6,Gargrave,P,-4.07845846
1H6,Gargrave,B,-4.318964544
1H6,Gargrave,ZH,-0.671145379
1H6,Gargrave,Y,-2.050871653
1H6,Gargrave,W,-1.288188271
1H6,Gargrave,V,-0.272898701
1H6,Gargrave,IY,0.072241132
1H6,Gargrave,OY,-1.034298694
1H6,General,OW,-1.447435512
1H6,General,SH,1.084724262
1H6,General,TH,0.555587454
1H6,General,NG,0.693356914
1H6,General,T,0.218336436
1H6,General,CH,0.231556111
1H6,General,R,2.700988639
1H6,General,Z,-1.639549672
1H6,General,UH,-2.24003318
1H6,General,AW,3.061148893
1H6,General,AH,1.708902623
1H6,General,AO,-1.158463256
1H6,General,G,-0.497171771
1H6,General,K,-2.253034461
1H6,General,N,1.288947943
1H6,General,M,-2.851998186
1H6,General,S,-0.318008241
1H6,General,AA,0.442425512
1H6,General,IH,0.29609574
1H6,General,UW,-1.540327303
1H6,General,F,1.316256156
1H6,General,EH,0.886586409
1H6,General,EY,-1.175533841
1H6,General,D,0.318770361
1H6,General,ER,-0.834891005
1H6,General,DH,4.046027006
1H6,General,AY,-0.591722181
1H6,General,AE,-0.510311515
1H6,General,HH,-2.284848475
1H6,General,JH,-0.491804384
1H6,General,L,-0.014660189
1H6,General,P,0.850714973
1H6,General,B,-0.147562645
1H6,General,ZH,-0.671145379
1H6,General,Y,-1.53460197
1H6,General,W,-1.476526954
1H6,General,V,-0.519477552
1H6,General,IY,0.652935201
1H6,General,OY,1.81502846
1H6,Glansdale,OW,-3.540630393
1H6,Glansdale,SH,-2.469932999
1H6,Glansdale,TH,-2.553235737
1H6,Glansdale,NG,-2.114657608
1H6,Glansdale,T,-3.326566021
1H6,Glansdale,CH,-2.297119978
1H6,Glansdale,R,4.45976501
1H6,Glansdale,Z,-5.122495039
1H6,Glansdale,UH,14.47434727
1H6,Glansdale,AW,-2.403830688
1H6,Glansdale,AH,7.372587789
1H6,Glansdale,AO,-4.447706012
1H6,Glansdale,G,-2.959699135
1H6,Glansdale,K,3.139057175
1H6,Glansdale,N,-3.940983552
1H6,Glansdale,M,-4.865476129
1H6,Glansdale,S,-7.105967855
1H6,Glansdale,AA,-4.159792918
1H6,Glansdale,IH,-1.690366676
1H6,Glansdale,UW,-4.017990411
1H6,Glansdale,F,-4.727696949
1H6,Glansdale,EH,-5.648785123
1H6,Glansdale,EY,-4.180046093
1H6,Glansdale,D,-0.911569823
1H6,Glansdale,ER,2.846206068
1H6,Glansdale,DH,6.093865549
1H6,Glansdale,AY,1.527756507
1H6,Glansdale,AE,2.364356204
1H6,Glansdale,HH,2.453476743
1H6,Glansdale,JH,16.43878921
1H6,Glansdale,L,-0.099776556
1H6,Glansdale,P,-4.07845846
1H6,Glansdale,B,14.20205991
1H6,Glansdale,ZH,-0.671145379
1H6,Glansdale,Y,-2.050871653
1H6,Glansdale,W,2.828606058
1H6,Glansdale,V,5.11693622
1H6,Glansdale,IY,0.794159995
1H6,Glansdale,OY,-1.034298694
1H6,Gloucester,OW,-0.936206921
1H6,Gloucester,SH,0.519118532
1H6,Gloucester,TH,-0.946485404
1H6,Gloucester,NG,-0.38694142
1H6,Gloucester,T,0.316852141
1H6,Gloucester,CH,1.423942319
1H6,Gloucester,R,1.254119399
1H6,Gloucester,Z,0.108593408
1H6,Gloucester,UH,-0.888903254
1H6,Gloucester,AW,0.73449771
1H6,Gloucester,AH,0.091600365
1H6,Gloucester,AO,0.085620651
1H6,Gloucester,G,0.504931638
1H6,Gloucester,K,0.250235136
1H6,Gloucester,N,-0.197893006
1H6,Gloucester,M,-0.760741605
1H6,Gloucester,S,0.885065794
1H6,Gloucester,AA,-0.195476275
1H6,Gloucester,IH,-0.16422924
1H6,Gloucester,UW,-0.026170248
1H6,Gloucester,F,-0.133976904
1H6,Gloucester,EH,-0.264026706
1H6,Gloucester,EY,0.025558752
1H6,Gloucester,D,0.017148881
1H6,Gloucester,ER,-0.430049195
1H6,Gloucester,DH,0.084621322
1H6,Gloucester,AY,0.075350037
1H6,Gloucester,AE,0.248090342
1H6,Gloucester,HH,-0.465311799
1H6,Gloucester,JH,0.205534135
1H6,Gloucester,L,0.118821281
1H6,Gloucester,P,1.31063584
1H6,Gloucester,B,-0.326503986
1H6,Gloucester,ZH,0.233444004
1H6,Gloucester,Y,-0.012613644
1H6,Gloucester,W,-1.421996268
1H6,Gloucester,V,-0.448084285
1H6,Gloucester,IY,-0.205650722
1H6,Gloucester,OY,-0.011637013
1H6,HenryVI,OW,-0.907829974
1H6,HenryVI,SH,0.330591856
1H6,HenryVI,TH,0.514804872
1H6,HenryVI,NG,0.388717379
1H6,HenryVI,T,-0.372003616
1H6,HenryVI,CH,0.822260318
1H6,HenryVI,R,2.051530828
1H6,HenryVI,Z,-0.767601943
1H6,HenryVI,UH,-0.327841199
1H6,HenryVI,AW,-0.421004137
1H6,HenryVI,AH,1.092713663
1H6,HenryVI,AO,1.567114043
1H6,HenryVI,G,0.828589555
1H6,HenryVI,K,0.974443367
1H6,HenryVI,N,0.216790866
1H6,HenryVI,M,-0.862125583
1H6,HenryVI,S,0.34821475
1H6,HenryVI,AA,-1.128470981
1H6,HenryVI,IH,-0.704154306
1H6,HenryVI,UW,-0.062584075
1H6,HenryVI,F,0.586841464
1H6,HenryVI,EH,1.073024609
1H6,HenryVI,EY,-0.855211934
1H6,HenryVI,D,-0.225409751
1H6,HenryVI,ER,0.317591777
1H6,HenryVI,DH,-0.848174489
1H6,HenryVI,AY,-0.62755212
1H6,HenryVI,AE,-0.79444035
1H6,HenryVI,HH,-1.829810572
1H6,HenryVI,JH,-0.270501276
1H6,HenryVI,L,0.155516643
1H6,HenryVI,P,0.378842081
1H6,HenryVI,B,0.171042037
1H6,HenryVI,ZH,0.243301334
1H6,HenryVI,Y,0.721392002
1H6,HenryVI,W,-0.389686094
1H6,HenryVI,V,0.851145852
1H6,HenryVI,IY,-0.825016531
1H6,HenryVI,OY,0.826550132
1H6,JAILERS.0.1,OW,-3.540630393
1H6,JAILERS.0.1,SH,-2.469932999
1H6,JAILERS.0.1,TH,-2.553235737
1H6,JAILERS.0.1,NG,0.556967512
1H6,JAILERS.0.1,T,-0.754774083
1H6,JAILERS.0.1,CH,6.123371405
1H6,JAILERS.0.1,R,0.21576101
1H6,JAILERS.0.1,Z,0.230523939
1H6,JAILERS.0.1,UH,-2.24003318
1H6,JAILERS.0.1,AW,0.195938172
1H6,JAILERS.0.1,AH,0.6981438
1H6,JAILERS.0.1,AO,2.12420102
1H6,JAILERS.0.1,G,-2.959699135
1H6,JAILERS.0.1,K,1.212483662
1H6,JAILERS.0.1,N,1.778448854
1H6,JAILERS.0.1,M,4.521358053
1H6,JAILERS.0.1,S,-4.092113784
1H6,JAILERS.0.1,AA,-1.802041073
1H6,JAILERS.0.1,IH,2.140667874
1H6,JAILERS.0.1,UW,1.482421491
1H6,JAILERS.0.1,F,-2.359889482
1H6,JAILERS.0.1,EH,0.028463636
1H6,JAILERS.0.1,EY,-1.67878964
1H6,JAILERS.0.1,D,0.376805214
1H6,JAILERS.0.1,ER,2.846206068
1H6,JAILERS.0.1,DH,-1.866409793
1H6,JAILERS.0.1,AY,-0.897626387
1H6,JAILERS.0.1,AE,-1.23438195
1H6,JAILERS.0.1,HH,-0.604395926
1H6,JAILERS.0.1,JH,-1.866040876
1H6,JAILERS.0.1,L,3.049526327
1H6,JAILERS.0.1,P,-1.553205056
1H6,JAILERS.0.1,B,-2.003836488
1H6,JAILERS.0.1,ZH,-0.671145379
1H6,JAILERS.0.1,Y,1.387484443
1H6,JAILERS.0.1,W,2.828606058
1H6,JAILERS.0.1,V,-2.083546483
1H6,JAILERS.0.1,IY,-2.145080912
1H6,JAILERS.0.1,OY,-1.034298694
1H6,JohnTalbot,OW,0.708398553
1H6,JohnTalbot,SH,0.060243384
1H6,JohnTalbot,TH,-0.487922981
1H6,JohnTalbot,NG,-1.448416819
1H6,JohnTalbot,T,1.684473357
1H6,JohnTalbot,CH,-1.247183222
1H6,JohnTalbot,R,-0.860233349
1H6,JohnTalbot,Z,-2.452660051
1H6,JohnTalbot,UH,-0.155945914
1H6,JohnTalbot,AW,-1.323294996
1H6,JohnTalbot,AH,-0.829187144
1H6,JohnTalbot,AO,0.833128196
1H6,JohnTalbot,G,-1.051087149
1H6,JohnTalbot,K,-2.165025501
1H6,JohnTalbot,N,0.56134606
1H6,JohnTalbot,M,0.485052745
1H6,JohnTalbot,S,-0.592235056
1H6,JohnTalbot,AA,0.739940786
1H6,JohnTalbot,IH,-1.384648203
1H6,JohnTalbot,UW,-0.360193578
1H6,JohnTalbot,F,4.7199138
1H6,JohnTalbot,EH,-1.558774949
1H6,JohnTalbot,EY,1.641664568
1H6,JohnTalbot,D,-0.924421493
1H6,JohnTalbot,ER,-0.458681097
1H6,JohnTalbot,DH,0.001795586
1H6,JohnTalbot,AY,2.52371586
1H6,JohnTalbot,AE,1.448966413
1H6,JohnTalbot,HH,-2.010051372
1H6,JohnTalbot,JH,-0.724841803
1H6,JohnTalbot,L,3.156859136
1H6,JohnTalbot,P,-1.979328437
1H6,JohnTalbot,B,2.993991812
1H6,JohnTalbot,ZH,-0.671145379
1H6,JohnTalbot,Y,0.950187266
1H6,JohnTalbot,W,0.219677431
1H6,JohnTalbot,V,0.105128801
1H6,JohnTalbot,IY,-1.663758904
1H6,JohnTalbot,OY,0.543133925
1H6,Lawyer,OW,2.126311875
1H6,Lawyer,SH,-2.469932999
1H6,Lawyer,TH,-2.553235737
1H6,Lawyer,NG,1.14342182
1H6,Lawyer,T,-2.197486608
1H6,Lawyer,CH,-2.297119978
1H6,Lawyer,R,-1.681964336
1H6,Lawyer,Z,-0.770447072
1H6,Lawyer,UH,2.855814539
1H6,Lawyer,AW,-2.403830688
1H6,Lawyer,AH,2.581871936
1H6,Lawyer,AO,3.566814791
1H6,Lawyer,G,1.040406044
1H6,Lawyer,K,0.131722929
1H6,Lawyer,N,2.545689836
1H6,Lawyer,M,0.040534787
1H6,Lawyer,S,3.920327573
1H6,Lawyer,AA,1.590821362
1H6,Lawyer,IH,-2.126419371
1H6,Lawyer,UW,0.453889202
1H6,Lawyer,F,-1.840126856
1H6,Lawyer,EH,-1.033135707
1H6,Lawyer,EY,-4.180046093
1H6,Lawyer,D,0.219686332
1H6,Lawyer,ER,-4.343268148
1H6,Lawyer,DH,-2.901892757
1H6,Lawyer,AY,5.550342806
1H6,Lawyer,AE,-4.833120105
1H6,Lawyer,HH,-1.797712082
1H6,Lawyer,JH,-1.866040876
1H6,Lawyer,L,5.123457541
1H6,Lawyer,P,-0.998881126
1H6,Lawyer,B,1.327689275
1H6,Lawyer,ZH,-0.671145379
1H6,Lawyer,Y,2.142245554
1H6,Lawyer,W,2.202614864
1H6,Lawyer,V,-4.483707384
1H6,Lawyer,IY,-1.499881674
1H6,Lawyer,OY,-1.034298694
1H6,Legate,OW,-3.540630393
1H6,Legate,SH,-2.469932999
1H6,Legate,TH,-2.553235737
1H6,Legate,NG,-2.114657608
1H6,Legate,T,-2.040670052
1H6,Legate,CH,-2.297119978
1H6,Legate,R,0.21576101
1H6,Legate,Z,-5.122495039
1H6,Legate,UH,-2.24003318
1H6,Legate,AW,-2.403830688
1H6,Legate,AH,1.651635798
1H6,Legate,AO,6.505472375
1H6,Legate,G,-2.959699135
1H6,Legate,K,-4.567236877
1H6,Legate,N,4.638165057
1H6,Legate,M,-4.865476129
1H6,Legate,S,-7.105967855
1H6,Legate,AA,7.628966308
1H6,Legate,IH,-0.413355159
1H6,Legate,UW,-4.017990411
1H6,Legate,F,-4.727696949
1H6,Legate,EH,13.27537741
1H6,Legate,EY,-4.180046093
1H6,Legate,D,0.376805214
1H6,Legate,ER,4.643574622
1H6,Legate,DH,-4.519834907
1H6,Legate,AY,2.740447954
1H6,Legate,AE,-4.833120105
1H6,Legate,HH,-3.662268595
1H6,Legate,JH,-1.866040876
1H6,Legate,L,9.348132094
1H6,Legate,P,8.547808562
1H6,Legate,B,-4.318964544
1H6,Legate,ZH,104.2387052
1H6,Legate,Y,6.545018587
1H6,Legate,W,4.661866061
1H6,Legate,V,-4.483707384
1H6,Legate,IY,-5.08432182
1H6,Legate,OY,-1.034298694
1H6,Lucy,OW,-1.006380576
1H6,Lucy,SH,0.380539972
1H6,Lucy,TH,0.115697412
1H6,Lucy,NG,0.137083955
1H6,Lucy,T,-0.054767294
1H6,Lucy,CH,-0.627215702
1H6,Lucy,R,1.558888966
1H6,Lucy,Z,0.008476786
1H6,Lucy,UH,-0.168345059
1H6,Lucy,AW,-0.599330862
1H6,Lucy,AH,1.193089864
1H6,Lucy,AO,1.634376197
1H6,Lucy,G,0.130119464
1H6,Lucy,K,0.399635903
1H6,Lucy,N,-1.153575559
1H6,Lucy,M,-1.408323472
1H6,Lucy,S,-0.38195032
1H6,Lucy,AA,-0.886761099
1H6,Lucy,IH,-0.847045255
1H6,Lucy,UW,-0.745558853
1H6,Lucy,F,1.259322462
1H6,Lucy,EH,0.449730255
1H6,Lucy,EY,0.160260167
1H6,Lucy,D,0.96126882
1H6,Lucy,ER,0.112281064
1H6,Lucy,DH,-0.178584121
1H6,Lucy,AY,-1.338933051
1H6,Lucy,AE,-0.461821937
1H6,Lucy,HH,-0.554366224
1H6,Lucy,JH,0.402777831
1H6,Lucy,L,2.813758019
1H6,Lucy,P,-1.950084235
1H6,Lucy,B,1.764415957
1H6,Lucy,ZH,-0.671145379
1H6,Lucy,Y,-0.175714644
1H6,Lucy,W,-0.596145452
1H6,Lucy,V,1.704114553
1H6,Lucy,IY,-1.295513462
1H6,Lucy,OY,-1.034298694
1H6,MESSENGERS.ENGLISH.1,OW,-0.089967575
1H6,MESSENGERS.ENGLISH.1,SH,0.041455008
1H6,MESSENGERS.ENGLISH.1,TH,2.571705283
1H6,MESSENGERS.ENGLISH.1,NG,3.175689112
1H6,MESSENGERS.ENGLISH.1,T,1.396873593
1H6,MESSENGERS.ENGLISH.1,CH,-0.212839953
1H6,MESSENGERS.ENGLISH.1,R,-0.554602816
1H6,MESSENGERS.ENGLISH.1,Z,0.619192015
1H6,MESSENGERS.ENGLISH.1,UH,0.862884161
1H6,MESSENGERS.ENGLISH.1,AW,-1.116816414
1H6,MESSENGERS.ENGLISH.1,AH,0.613179177
1H6,MESSENGERS.ENGLISH.1,AO,2.601369226
1H6,MESSENGERS.ENGLISH.1,G,-0.523991396
1H6,MESSENGERS.ENGLISH.1,K,0.201509394
1H6,MESSENGERS.ENGLISH.1,N,-0.458358818
1H6,MESSENGERS.ENGLISH.1,M,-2.210077519
1H6,MESSENGERS.ENGLISH.1,S,0.354066901
1H6,MESSENGERS.ENGLISH.1,AA,1.676226442
1H6,MESSENGERS.ENGLISH.1,IH,0.155610426
1H6,MESSENGERS.ENGLISH.1,UW,-0.387355529
1H6,MESSENGERS.ENGLISH.1,F,-0.038969339
1H6,MESSENGERS.ENGLISH.1,EH,-1.433006289
1H6,MESSENGERS.ENGLISH.1,EY,0.153814179
1H6,MESSENGERS.ENGLISH.1,D,-0.32478521
1H6,MESSENGERS.ENGLISH.1,ER,-0.339229241
1H6,MESSENGERS.ENGLISH.1,DH,-2.549469743
1H6,MESSENGERS.ENGLISH.1,AY,-1.22181119
1H6,MESSENGERS.ENGLISH.1,AE,-1.270013057
1H6,MESSENGERS.ENGLISH.1,HH,-2.148470259
1H6,MESSENGERS.ENGLISH.1,JH,0.39940837
1H6,MESSENGERS.ENGLISH.1,L,2.176452333
1H6,MESSENGERS.ENGLISH.1,P,-0.328082155
1H6,MESSENGERS.ENGLISH.1,B,1.41155039
1H6,MESSENGERS.ENGLISH.1,ZH,-0.671145379
1H6,MESSENGERS.ENGLISH.1,Y,1.353441279
1H6,MESSENGERS.ENGLISH.1,W,2.756001629
1H6,MESSENGERS.ENGLISH.1,V,0.269086432
1H6,MESSENGERS.ENGLISH.1,IY,-1.810414828
1H6,MESSENGERS.ENGLISH.1,OY,-1.034298694
1H6,MESSENGERS.ENGLISH.2,OW,-0.561853017
1H6,MESSENGERS.ENGLISH.2,SH,-0.301982931
1H6,MESSENGERS.ENGLISH.2,TH,0.101220643
1H6,MESSENGERS.ENGLISH.2,NG,1.310502851
1H6,MESSENGERS.ENGLISH.2,T,0.597065332
1H6,MESSENGERS.ENGLISH.2,CH,0.401755293
1H6,MESSENGERS.ENGLISH.2,R,-0.509709742
1H6,MESSENGERS.ENGLISH.2,Z,6.315579682
1H6,MESSENGERS.ENGLISH.2,UH,0.438553259
1H6,MESSENGERS.ENGLISH.2,AW,0.929206359
1H6,MESSENGERS.ENGLISH.2,AH,-1.159943125
1H6,MESSENGERS.ENGLISH.2,AO,-0.234945144
1H6,MESSENGERS.ENGLISH.2,G,-0.857079889
1H6,MESSENGERS.ENGLISH.2,K,2.842661161
1H6,MESSENGERS.ENGLISH.2,N,-4.160961787
1H6,MESSENGERS.ENGLISH.2,M,-1.427075282
1H6,MESSENGERS.ENGLISH.2,S,-2.276073518
1H6,MESSENGERS.ENGLISH.2,AA,-1.1370341
1H6,MESSENGERS.ENGLISH.2,IH,6.299141331
1H6,MESSENGERS.ENGLISH.2,UW,0.683216408
1H6,MESSENGERS.ENGLISH.2,F,1.343604332
1H6,MESSENGERS.ENGLISH.2,EH,-2.009523142
1H6,MESSENGERS.ENGLISH.2,EY,-2.576676675
1H6,MESSENGERS.ENGLISH.2,D,2.193744356
1H6,MESSENGERS.ENGLISH.2,ER,-2.038949457
1H6,MESSENGERS.ENGLISH.2,DH,0.582905636
1H6,MESSENGERS.ENGLISH.2,AY,-1.768276635
1H6,MESSENGERS.ENGLISH.2,AE,-1.372794998
1H6,MESSENGERS.ENGLISH.2,HH,-0.722006449
1H6,MESSENGERS.ENGLISH.2,JH,1.067425297
1H6,MESSENGERS.ENGLISH.2,L,-0.342030697
1H6,MESSENGERS.ENGLISH.2,P,2.396550359
1H6,MESSENGERS.ENGLISH.2,B,-1.35085161
1H6,MESSENGERS.ENGLISH.2,ZH,-0.671145379
1H6,MESSENGERS.ENGLISH.2,Y,-0.948834514
1H6,MESSENGERS.ENGLISH.2,W,-2.154100584
1H6,MESSENGERS.ENGLISH.2,V,6.286245408
1H6,MESSENGERS.ENGLISH.2,IY,-3.200193007
1H6,MESSENGERS.ENGLISH.2,OY,5.047918502
1H6,MESSENGERS.ENGLISH.3,OW,-0.893408575
1H6,MESSENGERS.ENGLISH.3,SH,-1.28430546
1H6,MESSENGERS.ENGLISH.3,TH,0.350149017
1H6,MESSENGERS.ENGLISH.3,NG,0.460966938
1H6,MESSENGERS.ENGLISH.3,T,0.545772742
1H6,MESSENGERS.ENGLISH.3,CH,-0.083143335
1H6,MESSENGERS.ENGLISH.3,R,1.325426023
1H6,MESSENGERS.ENGLISH.3,Z,-0.274595854
1H6,MESSENGERS.ENGLISH.3,UH,-0.042700136
1H6,MESSENGERS.ENGLISH.3,AW,0.33036962
1H6,MESSENGERS.ENGLISH.3,AH,0.891182069
1H6,MESSENGERS.ENGLISH.3,AO,-0.60785377
1H6,MESSENGERS.ENGLISH.3,G,-0.659901441
1H6,MESSENGERS.ENGLISH.3,K,0.667099599
1H6,MESSENGERS.ENGLISH.3,N,0.239565646
1H6,MESSENGERS.ENGLISH.3,M,-1.222157473
1H6,MESSENGERS.ENGLISH.3,S,1.74277114
1H6,MESSENGERS.ENGLISH.3,AA,-0.027011369
1H6,MESSENGERS.ENGLISH.3,IH,-0.195110443
1H6,MESSENGERS.ENGLISH.3,UW,-0.161435094
1H6,MESSENGERS.ENGLISH.3,F,0.045271567
1H6,MESSENGERS.ENGLISH.3,EH,0.653740486
1H6,MESSENGERS.ENGLISH.3,EY,-0.891803565
1H6,MESSENGERS.ENGLISH.3,D,0.822824676
1H6,MESSENGERS.ENGLISH.3,ER,-1.035227861
1H6,MESSENGERS.ENGLISH.3,DH,0.014940654
1H6,MESSENGERS.ENGLISH.3,AY,-1.835044273
1H6,MESSENGERS.ENGLISH.3,AE,-0.575191546
1H6,MESSENGERS.ENGLISH.3,HH,1.295719518
1H6,MESSENGERS.ENGLISH.3,JH,1.34251852
1H6,MESSENGERS.ENGLISH.3,L,1.191961985
1H6,MESSENGERS.ENGLISH.3,P,-0.094710861
1H6,MESSENGERS.ENGLISH.3,B,0.144910724
1H6,MESSENGERS.ENGLISH.3,ZH,1.167764839
1H6,MESSENGERS.ENGLISH.3,Y,-0.694815298
1H6,MESSENGERS.ENGLISH.3,W,-0.648321682
1H6,MESSENGERS.ENGLISH.3,V,-1.118012876
1H6,MESSENGERS.ENGLISH.3,IY,-0.962686901
1H6,MESSENGERS.ENGLISH.3,OY,-1.034298694
1H6,MESSENGERS.ENGLISH.X.1,OW,1.106262248
1H6,MESSENGERS.ENGLISH.X.1,SH,-2.469932999
1H6,MESSENGERS.ENGLISH.X.1,TH,-2.553235737
1H6,MESSENGERS.ENGLISH.X.1,NG,-2.114657608
1H6,MESSENGERS.ENGLISH.X.1,T,-4.61246199
1H6,MESSENGERS.ENGLISH.X.1,CH,1.913125714
1H6,MESSENGERS.ENGLISH.X.1,R,3.04509701
1H6,MESSENGERS.ENGLISH.X.1,Z,0.230523939
1H6,MESSENGERS.ENGLISH.X.1,UH,-2.24003318
1H6,MESSENGERS.ENGLISH.X.1,AW,2.795707033
1H6,MESSENGERS.ENGLISH.X.1,AH,2.605127797
1H6,MESSENGERS.ENGLISH.X.1,AO,-0.066434657
1H6,MESSENGERS.ENGLISH.X.1,G,3.600473332
1H6,MESSENGERS.ENGLISH.X.1,K,-2.640663364
1H6,MESSENGERS.ENGLISH.X.1,N,0.348590753
1H6,MESSENGERS.ENGLISH.X.1,M,-0.842547194
1H6,MESSENGERS.ENGLISH.X.1,S,-4.092113784
1H6,MESSENGERS.ENGLISH.X.1,AA,0.555710772
1H6,MESSENGERS.ENGLISH.X.1,IH,-0.413355159
1H6,MESSENGERS.ENGLISH.X.1,UW,-0.351049143
1H6,MESSENGERS.ENGLISH.X.1,F,2.37572545
1H6,MESSENGERS.ENGLISH.X.1,EH,-1.863952617
1H6,MESSENGERS.ENGLISH.X.1,EY,0.822466812
1H6,MESSENGERS.ENGLISH.X.1,D,1.665180252
1H6,MESSENGERS.ENGLISH.X.1,ER,-0.74853104
1H6,MESSENGERS.ENGLISH.X.1,DH,3.440440435
1H6,MESSENGERS.ENGLISH.X.1,AY,-0.897626387
1H6,MESSENGERS.ENGLISH.X.1,AE,-1.23438195
1H6,MESSENGERS.ENGLISH.X.1,HH,0.924540408
1H6,MESSENGERS.ENGLISH.X.1,JH,11.86258169
1H6,MESSENGERS.ENGLISH.X.1,L,-0.099776556
1H6,MESSENGERS.ENGLISH.X.1,P,3.497301753
1H6,MESSENGERS.ENGLISH.X.1,B,-4.318964544
1H6,MESSENGERS.ENGLISH.X.1,ZH,-0.671145379
1H6,MESSENGERS.ENGLISH.X.1,Y,-2.050871653
1H6,MESSENGERS.ENGLISH.X.1,W,0.995346055
1H6,MESSENGERS.ENGLISH.X.1,V,-2.083546483
1H6,MESSENGERS.ENGLISH.X.1,IY,-2.145080912
1H6,MESSENGERS.ENGLISH.X.1,OY,8.45396074
1H6,MESSENGERS.ENGLISH.X.2,OW,-0.442702043
