what,'W AH T',s,''
is,'IH Z',s,'IH'
i,'AY',s,'AY'
am,'AE M',s,'AE'
for,'F AO R',s,'AO'
thee,'DH IY',s,'IY'
thou,'DH AW',s,''
art,'AA R T',s,'AA'
to,'T UW',s,'UW'
a,'AH',s,''
an,'AE N',s,'AE'
inhuman,'IH N Y UW M ǝ N',s,'IH UW'
of,'AH V',s,''
void,'V OY D',s,''
and,'AH N D',s,''
empty,'e M T ǝ IH',s,'IH'
from,'F R AH M',s,''
dram,'D R AE M',s,'AE'
of,'AH V',s,''
go,'G OW',s,''
and,'AH N D',s,''
call,'K AO L',s,'AO'
the,'DH AH',s,''
into,'IH N T UW',s,'IH UW'
the,'DH AH',s,''
court,'K AO R T',s,'AO'
room,'R UW M',s,'UW'
and,'AH N D',s,''
let,'L EH T',s,''
him,'HH IH M',s,'IH'
stand,'S T AE N D',s,'AE'
our,'OW R',s,''
shhylock,'SH ǝ IH L ɒ K',s,'IH'
the,'DH AH',s,''
thinks,'TH IH NG K S',s,'IH'
and,'AH N D',s,''
i,'AY',s,'AY'
think,'TH IH NG K',s,'IH'
so,'S OW',s,''
too,'T UW',s,'UW'
that,'DH AE T',s,'AE'
thou,'DH AW',s,''
but,'B AH T',s,''
this,'DH IH S',s,'IH'
fashion,'F AE SH AH N',s,'AE'
of,'AH V',s,''
to,'T UW',s,'UW'
the,'DH AH',s,''
last,'L AE S T',s,'AE'
of,'AH V',s,''
act,'AE K T',s,'AE'
and,'AH N D',s,''
then,'DH EH N',s,''
thou,'DH AW',s,''
and,'AH N D',s,''
than,'DH AE N',s,'AE'
is,'IH Z',s,'IH'
apparent,'AH P EH R AH N T',s,''
cruelty,'K R UW L T IY',s,'UW IY'
and,'AH N D',s,''
thou,'DH AW',s,''
the,'DH AH',s,''
is,'IH Z',s,'IH'
a,'AH',s,''
of,'AH V',s,''
this,'DH IH S',s,'IH'
poor,'P UH R',s,'UH'
flesh,'F L EH SH',s,''
thou,'DH AW',s,''
wilt,'W IH L T',s,'IH'
not,'N AA T',s,'AA'
only,'OW N L IY',s,'IY'
the,'DH AH',s,''
but,'B AH T',s,''
with,'W IH DH',s,'IH'
and,'AH N D',s,''
forgve,'F ER G IH V',s,'IH'
a,'AH',s,''
of,'AH V',s,''
the,'DH AH',s,''
glancing,'G L AW N S · IH N',s,'IH'
an,'AE N',s,'AE'
of,'AH V',s,''
on,'AA N',s,'AA'
his,'HH IH Z',s,'IH'
losses,'L AO S AH Z',s,'AO'
that,'DH AE T',s,'AE'
of,'AH V',s,''
so,'S OW',s,''
on,'AA N',s,'AA'
his,'HH IH Z',s,'IH'
back,'B AE K',s,'AE'
to,'T UW',s,'UW'
press,'P R EH S',s,''
a,'AH',s,''
down,'D ǝ UH N',s,'UH'
and,'AH N D',s,''
pluck,'P L ɤ K',s,''
of,'AH V',s,''
his,'HH IH Z',s,'IH'
from,'F R AH M',s,''
and,'AH N D',s,''
hearts,'HH AA R T S',s,'AA'
of,'AH V',s,''
flint,'F L IH N T',s,'IH'
from,'F R AH M',s,''
stubborn,'S T ɤ B ǝ R N',s,''
and,'AH N D',s,''
never,'N e V ǝ R',s,''
to,'T UW',s,'UW'
offices,'AO F AH S AH Z',s,'AO'
of,'AH V',s,''
tender,'T e N D ǝ R',s,''
we,'W IY',s,'IY'
all,'AA L',s,'AA'
a,'AH',s,''
