shall, SH AE1 L , s, 
i, AY1 , s, 
do, D OW :, s, 
such, S ɤ T SH, s, 
a, AH0 , s, 
deed, D IY1 D , s, 
o, OW :, s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
to, T UW1 , s, 
kill, K IH1 L , s, 
him, HH IH1 M , s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
look, L UH1 K , s, 
he, HH IY1 , s, 
shall, SH AE1 L , s, 
i, AY1 , s, 
do, D OW :, s, 
such, S ɤ T SH, s, 
a, AH0 , s, 
deed, D IY1 D , s, 
o, OW :, s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
to, T UW1 , s, 
kill, K IH1 L , s, 
him, HH IH1 M , s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
look, L UH1 K , s, 
he, HH IY1 , s, 
shall, SH AE1 L , s, 
i, AY1 , s, 
do, D OW :, s, 
such, S ɤ T SH, s, 
a, AH0 , s, 
deed, D IY1 D , s, 
o, OW :, s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
to, T UW1 , s, 
kill, K IH1 L , s, 
him, HH IH1 M , s, 
clitus, ˈ K L ǝ IH T ǝ S, s, 
look, L UH1 K , s, 
he, HH IY1 , s, 
