no,'N OW', s, 
my,'M AY', s, AY
prettty,'P r IH T ǝ IH', s, IH IH
cousins,'K AH Z AH N Z', s, 
you,'Y UW', s, UW
me,'M IY', s, IY
both,'B OW TH', s, 
i,'AY', s, AY
do,'D OW', s, 
lament,'L ǝ M e N T', s, 
the,'DH AH', s, 
of,'AH V', s, 
the,'DH AH', s, 
as,'AE Z', s, AE
loath,'L OW TH', s, 
to,'T UW', s, UW
him,'HH IH M', s, IH
not,'N AA T', s, AA
your,'Y AO R', s, AO
death,'D EH TH', s, 
it,'IH T', s, IH
wre,'W ER', s, 
lost,'L AO S T', s, AO
to,'T UW', s, UW
wail,'W EH L', s, 
lost,'L AO S T', s, AO
children,'CH IH L D R AH N', s, IH
the,'DH AH', s, 
doth,'D AO TH', s, AO
you,'Y UW', s, UW
well,'W EH L', s, 
and,'AH N D', s, 
you,'Y UW', s, UW
cannot,'K AE N AA T', s, AE AA
guess,'G EH S', s, 
who,'HH UW', s, UW
your,'Y AO R', s, AO
death,'D EH TH', s, 
that,'DH AE T', s, AE
deceit,'D AH S IY T', s, IY
steal,'S T IY L', s, IY
and,'AH N D', s, 
with,'W IH DH', s, IH
a,'AH', s, 
virtuous,'V ER CH UW AH S', s, UW
deep,'D IY P', s, IY
he,'HH IY', s, IY
is,'IH Z', s, IH
my,'M AY', s, AY
son,'S AO ̃', s, AO
and,'AH N D', s, 
therein,'DH EH R IH N', s, IH
my,'M AY', s, AY
yet,'Y EH T', s, 
from,'F R AH M', s, 
my,'M AY', s, AY
he,'HH IY', s, IY
not,'N AA T', s, AA
this,'DH IH S', s, IH
deceit,'D AH S IY T', s, IY
what,'W AH T', s, 
means,'M IY N Z', s, IY
this,'DH IH S', s, IH
of,'AH V', s, 
so,'S OW', s, 
i,'AY', s, AY
in,'IH N', s, IH
as,'AE Z', s, AE
i,'AY', s, AY
had,'HH AE D', s, AE
in,'IH N', s, IH
i,'AY', s, AY
a,'AH', s, 
death,'D EH TH', s, 
and,'AH N D', s, 
with,'W IH DH', s, IH
on,'AA N', s, AA
