     = 
					  - Jovem accusative     ˈDZHOW:VeM
					  - je     ZHǝ
- God have mercy     ˌGɒDǝˈMɐ:RSǝIH
- I am    ǝIHM
- I should     TSHUHD
- I will    ǝIHL
- I would abbr    ǝIHD
- ai     EH:
- am     =
- and     =
- and it abbr    AWN
- are    AA:R
- avez     AWˈVeZ
- been    BIY:N
- beest    BIY:ST; UWNSTr BIH
- by     BəIH
- by the     BIHTH
- ces     ʾSe
- de     Dǝ
- diddest     DIHDS
- do    =
- does    DɤZ
- doing     ˈDUW:IHN
- du      Dy
- haddest    AWD
- harum genitive feminine plural     ˈHHAA:RUHM
- hast    AW
- have it abbr     AWVT
- having     ˈAWVIHN
- he has abbr    ǝZ
- he will    IY:L
- he will abbr    IY:L
- he would    IY:D
- here     IY:R
- hers     ɐ:RZ
- herself    ǝRˈSeLF
- him    IHM
- his    IHZ
- horum genitive masculine or neuter plural     ˈHHAO:rUHM
- hunc accusative masculine singular     HHIHNGK
- il     IYL
- in     =
- in it abbr     IHNT
- in thy abbr     IHDHIH
- is     IHZ
- it had abbr     TǝD
- it has abbr     TǝZ
- it is     IHTS
- it is abbr     IHTS
- it was     TWǝZ
- it were     TWǝR
- it were abbr     TWǝR
- it will     TWIHL
- it would    WUHD
- it would abbr    WUHD
- itself    IHTˈSeLF
- la det feminin     LAW
- me    MIY:
- melius     ˈMeLIHUHS
- meus det     ˈMe:UHS
- mienne pro     MYEH:N
- mio     ˈMIY:OW:
- mon det singular masculin     MAÕ
- my     MǝIH
- nobis     ˈNOW:BIHS
- of it     ɒVT
- of it abbr     ɒVT
- of the     ǝTH
- ourself    OW:RˈSeLF
- our~selves     OW:RˈSeLVZ
- out of     ˈǝUHT ǝV
- quae     KWEH::
- quaepluralized in English ~s     KWEH::Z
- quod     KWɒD
- quodpluralized in English ~s     KWɒDZ
- she    SHIY:
- she would    SHIY:D
- sit     SIHT
- soit     SWEH:
- suis     SWIY
- the one     TɒN
- thee     =
- their     DHEH::R 
- theirs     DHEH::R Z
- themselves     =
- they have     DHEH::V
- they would     DHEH::D
- those     DHOW:Z
- thou art     DHAA:RT
- thou hast     DHAWST
- thou wilt     DHǝUHL
- thy     DHǝIH
- thyself    DHIHˈSeLF
- to    UW:
- to his     TUHZ
- to the     TǝTH
- ton     TAÕ
- tu     TUW:
- tuae     ˈTUW:e
- va     VAW
- votre     ˈVAOTrǝ
- we     =
- we are abbr     WEH::R
- we have     WIY:V
- we would     WIY:D
- who    UW:
- who will    UW:L
- whom    UW:M
- with     WIHTH
- ye    YIY:
- you will    =
- your    YUW:R
- yours     YUW:RZ
- été     eˈTe
- être     ˈEH::Trǝ
-raught     ˌOW:RˈrAO:T
-s     ǝIHL Z
Abergavenny     ˌAWBǝRˈɡAWNǝIH
Abhorson     ǝˈBAO:RSǝN
Absey     ˈAWBSIY:
Adam     =
Adam’s     = 
Adonis     ǝˈDOW:NIHS
Adramadio     ˌAWDrǝˈMAA:DIHOW:
Adriana     ˌAWDrIHˈAA:Nǝ
Adriatic     EH::DrIHˈAWTIHK
Aegles     ˈIY:ɡLIY:Z
Aeolus     ˈIY:ǝLǝS
Aeson     ˈIY:SǝN
Afric     ˈAWFrIHK
African     =
Agamemnon     AWɡǝˈMeMNǝN 
Agamemnon’s     AWɡǝˈMeMNǝN Z
Agincourt     ˈAWDZHIHNˌKAO:RT
Aguecheek     ˈEH::ɡYUW:ˌTSHIY:K
Ajax    ˈEH::DZHǝKS
Albany    ˈAA:LBǝNǝIH
Albany’s     ˈAA:LBNǝIHZ
Albion    =
Albion’s    =Z
Alcides     AALˈSǝIHDIY:Z
Alençon    ǝˈLeNSǝN
Alençon’s    ǝˈLeNSǝNZ
Alexandrian     AALIHKˈSAWNDrIHǝN
All Souls’ Day     ˈAA:L ˈSOW:LZ ˌDEH::
All-Hallowmass     ˈAA:L-ˈAALǝMAWS
Almain     ˈAWLMEH::N
Alonso     ǝˈLɒNZOW:
Alphonso     AWLˈFɒNSOW:
Amaimon     ǝˈMAWMǝN
Amazon    ˈAWMǝˌZɒN
Amazons    ˈAWMǝˌZɒNZ
Amphimacus    AWMˈFIHMǝˌKɤS
Ampthill     ˈAWMTIHL
Amyntas     ǝˈMIHNTǝS
Ancus     ˈAWNGKǝS
Andren     ˈAWNDrǝN
Andromache    AWNˈDrɒMǝKIY:
Andronicus    AWNˈDrɒNIHˌKɤS
Angelo    ˈAWNDZHǝˌLOW:
Angelo’s    ˈAWNDZHǝˌLOW:DZHǝˌLOW:Z
Angleterre     AÃɡLǝˈTEH::R
Annius     ˈAWNIHǝS
Antenorides     ˌAWNTǝˈNɒrIHˌDIY:Z
Antiopa    AWNˈTǝIHǝˌPAW
Antipholus    AWNˈTIHFǝˌLɤS
Antoniad    AWNˈTOW:NIHˌAWD
Antonius    AWNˈTOW:NIHˌɤS
Apennines     ˈAWPǝˌNǝIHNZ
April     ˈEH::PrIHL 
April’s     ˈEH::PrIHL Z
Aquitaine     ˌAWKWIHˈTEH::N
Arabian     ǝˈrEH::BIHǝN
Arc     AA:RK
Archibald     ˌAA:RTSHIHˈBAA:LD
Arden     ˈAA:RDǝN
Argier     AARˈDZHIY:R
Ariel    ˈEH::rIHǝL
Aristotle     ˈAWrIHSTɒTL 
Aristotle’s     ˈAWrIHSTɒTL Z
Armagnac     ˈAA:RMIHˌNAWK
Armenia     ˈAA:RMIY:NIHǝ
Artemidorus     ɐ:RˌTeMIHˈDAO:rǝS
Arviragus     ˌAA:RVIHˈrAWɡǝS
Ascanius     ǝˈSKEH::NIHǝS
Ashford     ˈAWSHFǝRD
Athenian    ǝˈTIY:NIHǝN
Athens     ˈAWTǝNZ
Aubrey     ˈAO:BrǝIH
Augustus     AO:ˈɡɤSTǝS
Austria    ˈɒSTrIHǝ
Austria’s    ˈɒSTrIHǝZ
Autolycus     AO:ˈTɒLIHKǝS
B      =
Bacchus     ˈBAWKəS
Bagot     ˈBAWɡəT
Banbury     ˈBAWNBrəIH
Banister    ˈBAWNIHˌSTɐ:R
Barbary    ˈBAA:RBrəIH
Barbason     ˈBAA:RBəSəN
Bardolph     ˈBAA:RDɒLF 
Bardolph’s     ˈBAA:RDɒLF S
Bargulus    ˈBAA:RɡəˌLɤS
Barnardine     ˈBAA:RNəRˌDəIHN 
Barnardine’s     ˈBAA:RNəRˌDəIHN Z
Barnes     BAA:RNZ
Barson     ˈBAA:RSəN
Bartholomew    ˈBAA:RTLˌMYUW:
Basan     ˈBAWSəN
Bassanio     BəˈSAA:NIHOW:  
Bassanio’s     BəˈSAA:NIHOW:  Z
Beatrice    ˈBIY:əˌTrIHS
Beaumont    BOW:ˈMɒNT
Bedlam     =
Bel     =
Belarius     BIHˈLAWrIHəS 
Belch      =
Belmont     =
Belzebub     ˈBeLZIHBəB
Bel’s     = 
Benedict     =
Bentii     ˈBeNTIHIY: 
Berkeley     ˈBAA:RKLəIH
Berowne     BəˈrUW:N 
Berowne’s     BəˈrUW:N Z
Bertram     ˈBɐ:RTrəM 
Bertram’s     ˈBɐ:RTrəM Z
Bess     =
Best     =
Best’s     = 
Bevis     ˈBIY:VIHS
Bezonian     BIHˈZOW:NIHəN 
Bezonians     BIHˈZOW:NIHəN Z
Bible     ˈPəIHBəL
Biondello     ˌBIY:əNˈDeLOW:
Birnam     ˈBɐ:RNəN
Blackfriars    ˌBLAWKˈ FrəIHRZ
Blackmere     ˈBLAWKˌMEH::R
Blanche     BLAO:NSH
Blithild     ˈBLIHTIHLD
Blumer     ˈBLUW:MəR
Blunt     BLɤNT 
Blunts     BLɤNT S
Bocchus     ˈBɒKəS
Bohemian     BOW:ˈIY:MIHəN
Bona      ˈBOW:Nə
Borachio     BɒˈrAWTSHIHOW:
Boreas     ˈBɒrIHəS
Bouciqualt     ˈBUW:SIHˌKWAAL
Bourbon    ˈBUW:RBəN
Boyet     BəˈYeT
Brabantio     BrAWˈBAWNSIHOW:
Brakenbury    ˈBrAWKəNBrəIH
Brandusium n     BrAWNˈDUW:ZIHUHM
Brecknock     =
Bridget     =
Britain     =
Britain’s     = 
Briton     =
Britons     = 
Britons’     = 
Brokenbury     ˈBrɒKəNBrəIH
Bullcalf      ˈBUHLˌKAO:F
Bullen     =
Bullens     = 
Bullen’s     = 
Burton     ˈBɐ:RTəN
Butler      ˈBɤTLəR
Byzantium     BIHˈZAWNSIHˌUHM
C      =
Cacodemon     ˌKAWKǝˈDIY:MǝN
Cade     KEH::D 
Cades     KEH::D Z
Caesarian     SIHˈZAWrIHǝN
Cain     KEH::N 
Cain’s     KEH::N Z
Caithness     ˈKAWTHNeS
Caius     ˈKǝIHǝS
Calais     ˈKAWLIHS
Caliban     ˈKAWLIHˌBAWN
Calibans     ˈKAWLIHˌBAWNZ
Cambio    ˈKAWMBIHOW:
Camelot     =
Campeius     KAWMˈPEH::ǝS
Candy      ˈKAWNDǝIH
Canidius     KǝˈNIHDIHǝS
Canterbury    ˈKAWNTǝRˌBrIY:
Canterbury’s    ˈKAWNTǝRˌBrIY:RBrIY:Z
Caper      ˈKEH::PǝR
Caphis     ˈKAWFIHS
Cappadocia     ˌKAWPǝˈDOW:SIHǝ
Capuchius     KǝˈPUW:TSHIHǝS
Carnarvonshire     KǝRˈNAA:RVǝNˌSHǝIHR
Carthage     ˈKAA:RTIHDZH
Casca     ˈKAWSKǝ 
Casca’s     ˈKAWSKǝ Z
Cassandra     KǝˈSAWNDrǝ 
Cassandra’s     KǝˈSAWNDrǝ Z
Cassio     ˈKAWSIHOW: 
Cassio’s     ˈKAWSIHOW: Z
Castiliano     ˌKAWSTIHLIHˈAA:NOW:
Cathayan     KǝˈTEH::ǝN
Catling      ˈKAWTLIHN
Caucasus     =
Cedus     ˈSIY:DǝS
Celius     ˈSIY:LIHǝS
Cerberus     ˈSɐ:RBrǝS
Cesario    SIHˈZAWrIHOW:
Champ     SHɒMP
Chanticleer     ˈTSHAO:NTIHˌKLIY:R
Charbon     ˈSHAWRBɒN
Charing Cross     ˌTSHAWrIHN-ˈKrɒS
Charlemaine    ˈSHAA:RLǝˌMEH::N
Charmian     ˈTSHAA:RMIHǝN
Charon     ˈKAWrǝN
Chartreux     SHAA:RˈTrǝ:
Charybdis     KǝˈrIHBDIHS
Chatillon     SHǝˈTIHLIHǝN
Chertsey     ˈTSHɐ:RTSǝIH
Chester     ˈTSHeSTǝR
Chetas     ˈKIY:TǝS
Chiron     ˈKǝIHrǝN
Cholchos     ˈKɒLKǝS
Christ     KrǝIHST
Christian    ˈKrIHSTIHǝN
Christians    ˈKrIHSTIHǝNZ
Christmas     =
Christophero     KrIHSˈTɒFǝROW:
Christ’s     KrǝIHSTS
Cicero    ˈSIHSrOW:
Cimmerian     SIHˈMIY:rIHǝN
Cinna     ˈSIHNǝ
Cinque Ports     ˈSIHNGK ˈPAORTS
Citherea     ˌSIHTHǝˈrIY:ǝ
Citherea’s     ˌSIHTHǝˈrIY:ǝZ
Clare     KLEH::R
Claudius     =
Cleomines     KLIY:ˈɒMIYˌNIY:Z
Cleopatra     ˌKLIY:OW:ˈPAWTrǝ 
Cleopatra’s     ˌKLIY:OW:ˈPAWTrǝ Z
Clitus     ˈKLǝIHTǝS
Clotharius     KLɒˈTAWrIHǝS
Cobham     ˈKɒBǝM
Colebrook     ˈKOW:LBrUHK
Colmekill     ˈKOW:LMKIHL
Constantine     ˈKɒNSTǝNˌTǝIHN
Cook      =
Cophetua     KǝˈFeTǝ
Corambus     KǝˈrAWMBǝS
Cordelion     ˈKAO:RDǝˈLIY:ǝN 
Cordelion’s     ˈKAO:RDǝˈLIY:ǝN Z
Corinth     ˈKɒrIHNT
Coriolanus     ˌKɒrIHǝˈLEH::NǝS
Cornelia    KAO:RˈNIY:LIHǝ
Cornish     ˈKAO:RNIHSH
Cornwall     ˈKAO:RNWAA:L
Cotswold     ˈKɒTSǝL
Cotus     ˈKOW:TǝS
Courtney     ˈKAO:RTNǝIH
Crab      =
Cretan     =
Crispian    ˈKrIHSPIHˌAWN
Crispin     =
Crispin’s     = 
Cromer     ˈKrOW:MǝR
Curtis     ˈKɐ:RTIHS
Cymbeline     ˈSIHMBǝLIY:N
Cyprus     ˈSIHPrǝS
Dagonet     ˈDAWGǝˌNeT
Dame      DEH::M
Damon     ˈDEH::MǝN
Daniel     =
Dardan     ˈDAA:RDǝN
Dardanius     DAA:RˈDEH::NIHǝS
Darius     ˈDAWrIHǝS
Daventry     ˈDEH::NTrǝIH
December     DIHˈSeMBǝR
Decretas     DIHˈKrEH::TǝS
Deiphobus    DEH::ˈIHFǝˌBɤS
Delay      DIHˈLEH::
Delphos     =
Demetrius    DIHˈMIY:TrIHǝS
Demetrius’     DIHˈMIY:TrIHǝS
Denmark     ˈDeNMAA:RK 
Denmark’s     ˈDeNMAA:RK S
Denny     ˈDeNǝIH
Deucalion     DYUW:ˈKEH::LIHǝN
Devonshire    ˈDeVǝNˌSHǝIHR
Diana     DǝIHˈAWNǝ
Diana’s     DǝIHˈAWNǝZ
Dickon     ˈDIHKǝN
Dictynna     DIHKˈTIHNǝ
Dieu     DYø
Diomed     ˈDǝIHǝ-ˌMeD 
Diomedes     DǝIHˈɒMIHˌDIY:Z 
Diomedes’s     DǝIHˈɒMIHˌDIY:Z Z
Dis     DIHS 
Dis’s     ˈDIHSIHZ
Dives     ˈDIY:VEH::Z
Dogberry     ˈDɒGBrǝIH
Doit      DǝIHT
Doll      =
Dombledon     ˈDUHMBǝLDǝN
Domitius     DǝˈMIHSIHǝS
Don      =
Doncaster     ˈDɒNKAWSTǝR
Doreus     ˈDɒRIHǝS
Dorset     ˈDAO:RSǝT
Double      ˈDɤBǝL
Dover     ˈDOW:VǝR
Duchy     ˈDɤTSHǝIH
Duff      DɤF
Duncan     ˈDɤNGKǝN 
Duncan’s     ˈDɤNGKǝN Z
Dunsinane    ˈDɤNSIHˌNEH::N
Dunstable    ˈDɤNSBǝL
Dutchman     ˈDɤTSHMǝN 
Dutchman’s     ˈDɤTSHMǝN Z
E      =
Easter     ˈeSTǝR
Eden     =
Edmondsbury    ˈeDMǝNZˌBrǝIH
Edward     ˈeDWǝRD 
Edward’s     ˈeDWǝRD Z
Egeus     IHˈDZHIY:ǝS
Egypt     =
Egypt’s     = 
Elizabeth     ǝˈLIHZǝˌBeT
Ellen     =
Elysium    ǝˈLIHZIHUH
Emillius     eˈMIHLIHǝS 
Emperor    ˈeMPǝˌrAO:R
Emperor’s    ˈeMPǝˌrAO:RZ
Empress     =
Empress’     = 
Enceladus    eNˈSEH:LǝˌDɤS
English     =
Englishman     =
English~man’s     = 
English~men     = 
Ephesian     eˈFIY:ZIHǝN 
Ephesians     eˈFIY:ZIHǝN Z
Epidamium     ˌePIHˈDAWMIHǝM
Eros     ˈIY:rɒS
Erpingham    ˈɐ:RPIHNGˌAW
Essex     =
Ethiopian     ˌIY:TIHˈOW:PIHǝN 
Ethiopian’s     ˌIY:TIHˈOW:PIHǝN Z
Eton     =
Euphrates     YUHˈFrEH::TIY:Z
Europa     YUHˈrOW:Pǝ
Exeter    ˈeKSIHTǝR
Exton     =
Fabian     ˈFEH::BIHǝN
Fairy Queen     ˈFEH::rǝIH-ˈKWIY:N
Falconbridge     ˈFAO:KǝNˌBrIHDZH
Fenton     =
Ferdinand    ˈFɐ:RDIHˌNAWND
Ferdinando     ˌFɐ:RDIHˈNAWNDOW:
Ferrara     FeˈrAA:rǝ
Ferris     =
Feste     ˈFeSTǝ
Fife      FǝIHF
Finsbury    ˈFIHNZBǝˌrǝIH
Fitzwater     FIHTZˈWAA:TǝR 
Fitzwaters     FIHTZˈWAA:TǝR Z
Flanders     ˈFLAWNDǝRZ
Flavio     ˈFLAWVIHOW:
Fleming     =
Flibbertigibbet     ˌFLIHBǝRTIHˈDZHIHBIHT
Flora     =
Florentine     ˈFLɒrǝNˌTǝIHN 
Florentines     ˈFLɒrǝNˌTǝIHN Z
Florizel     ˈFLɒrIHˌZeL
Fluellen     FLUW:ˈeLǝN
Flute      =
Fontybell     =
Forres     ˈFɒrIHS
Forthlight      ˈFAO:RTHLǝIHT
Fortuna      FAO:RˈTUW:Nǝ
France     FrAWNS
France’s     ˈFrAWNSIHZ
Francis     =
Franciscan     =
Fraterretto     ˌFrAWTǝˈreTOW:
French     =
Frenchman     =
French~man’s     = 
French~men     = 
French~men’s     = 
Friday     ˈFrǝIHDEH:: 
Fridays     ˈFrǝIHDEH:: Z
Frogmore     ˈFrɒGMAO:R
Fulvia     =
Fulvia’s     = 
Furnivall     ˈFɐ:RNIHVAAL
G     =
Gadshill      ˈGAWDZIHL
Gallia     ˈGAWLIHǝ
Gallian     ˈGAWLIHǝN
Gam      =
Gardiner     ˈGAA:RDNǝR
Gargrave     ˈGAA:RGrEH::V
Garter      ˈGAA:RTǝR
Gaul     =
Genoa     =
Geoffrey     ˈDZHeFrǝIH 
Geoffrey’s     ˈDZHeFrǝIH Z
Gerard     ˈDZHerǝRD
German     ˈDZHɐ:RMǝN 
Germans     ˈDZHɐ:RMǝN Z
Germany    ˈDZHɐ:RMǝˌNǝIH
Gertrude     ˈGAA:RTrUHD
Gilliams     ˈGIHLIHǝMZ
Gis     DZHIHS
Glamis    ˈGLAWMIHS
Glansdale     ˈGLAWNZDEH::L
Gloucestershire    ˈGLɒSTǝRˌSHǝIHR
Goliath     GǝˈLǝIHǝTH 
Golia~sses    GǝˈLǝIHǝˌSIHZ
Gonzago     GǝNˈZAA:GOW: 
Gonzago’s     GǝNˈZAA:GOW: Z
Good Friday     ˌGUHD ˈFrǝIHDEH::
Goodrig     ˈGUHDrIHG
Goodwin     =
Goodwins     = 
Gorboduc     ˈGAO:RBǝˌDɤK
Gorgon     ˈGAO:RGǝN
Goth     GOW:T 
Goths     GOW:T S
Greek     =
Greeks     = 
Greeks’     = 
Green      =
Gremio    ˈGreMIHOW:
Grey      GrEH::
Griffith     =
Guichard     ˈGIY:SHAA:RD
Guiderius     GIHˈDerIHǝS
Guienne     GIY:ˈeN
Guinevere     ˈGWIHNǝVǝR
Gurney     ˈGUW:RNǝIH
Guynes     GIY:N
H      EH::TSH
Hacket     ˈAWKIHT
Hagar     ˈEH::GǝRZ 
Hagar’s     ˈHHEH::-
Hal     AWL
Half Moon     ˌAO:F-ˈMUW:N
Half-Can      ˈAO:F-ˌKAWN
Hamlet     ˈAWMLǝT
Hamlet’s     ˈAWMLǝTS
Hannibal     ˈAWNIHˌBAAL
Hebrew     ˈIY:BrUW:
Hecuba    ˈeKYǝˌBAW
Helena    ˈeLǝNǝ
Helias     ˈeLIHǝS
Henricus     ˌHHeNˈrIY:KUHS
Herbert     ˈɐ:RBǝRT
Hercules     ˈɐ:RKYǝˌLIY:Z
Hereford     ˈɐ:RFǝRD
Hereford’s     ˈɐ:RFǝRDZ
Hermes     ˈɐ:RMIY:Z
Hermione    ǝRˈMǝIHǝˌNIY:
Hermione’s     ǝRˈMǝIHǝNIY:Z
Herod     ˈerǝD
Herods     ˈerǝDZ
Hertford     ˈɐ:RTFǝRD
Hesperus    ˈeSPǝˌrɤS
Hippocrates     IHˈBɒKrǝTIY:Z
Hirsius     ˈɐ:RSIHǝS
Holofernes     ˈɒLǝˌFɐ:RNIY:Z
