play,character,phoneme,zscore,numlines
1H4,Archbishop,OW,-1.018191583,2862
1H4,Archbishop,SH,-0.430124632,2862
1H4,Archbishop,TH,-0.555189023,2862
1H4,Archbishop,NG,-0.503303518,2862
1H4,Archbishop,T,0.216240297,2862
1H4,Archbishop,CH,-0.773508688,2862
1H4,Archbishop,R,1.162854781,2862
1H4,Archbishop,Z,-0.387214808,2862
1H4,Archbishop,UH,-0.727875659,2862
1H4,Archbishop,AW,-0.20860978,2862
1H4,Archbishop,AH,2.353240288,2862
1H4,Archbishop,AO,0.573051328,2862
1H4,Archbishop,G,-0.190024496,2862
1H4,Archbishop,K,0.545503526,2862
1H4,Archbishop,N,0.515896162,2862
1H4,Archbishop,M,0.796064442,2862
1H4,Archbishop,S,0.528644398,2862
1H4,Archbishop,AA,-1.03129223,2862
1H4,Archbishop,IH,-0.174589379,2862
1H4,Archbishop,UW,1.068840019,2862
1H4,Archbishop,F,0.413501382,2862
1H4,Archbishop,EH,1.427801562,2862
1H4,Archbishop,EY,-0.257689781,2862
1H4,Archbishop,D,0.617695658,2862
1H4,Archbishop,ER,0.643399697,2862
1H4,Archbishop,DH,0.921446992,2862
1H4,Archbishop,AY,-0.543619926,2862
1H4,Archbishop,AE,-2.228484603,2862
1H4,Archbishop,HH,-0.526934813,2862
1H4,Archbishop,JH,-0.762010218,2862
1H4,Archbishop,L,-1.459789149,2862
1H4,Archbishop,P,0.490757524,2862
1H4,Archbishop,B,-1.526289004,2862
1H4,Archbishop,ZH,-0.671145379,2862
1H4,Archbishop,Y,-1.013972966,2862
1H4,Archbishop,W,0.139529871,2862
1H4,Archbishop,V,-1.009409435,2862
1H4,Archbishop,IY,-2.070624943,2862
1H4,Archbishop,OY,-1.034298694,2862
1H4,Bardolph,OW,-0.4934877,2124
1H4,Bardolph,SH,0.302199947,2124
1H4,Bardolph,TH,-1.195546288,2124
1H4,Bardolph,NG,-0.800743557,2124
1H4,Bardolph,T,-0.459650414,2124
1H4,Bardolph,CH,-1.606915876,2124
1H4,Bardolph,R,0.331717384,2124
1H4,Bardolph,Z,-0.442259902,2124
1H4,Bardolph,UH,-1.555017698,2124
1H4,Bardolph,AW,-0.272872687,2124
1H4,Bardolph,AH,-0.067776013,2124
1H4,Bardolph,AO,1.29822359,2124
1H4,Bardolph,G,-1.346541901,2124
1H4,Bardolph,K,-1.093087897,2124
1H4,Bardolph,N,0.653314676,2124
1H4,Bardolph,M,1.06999278,2124
1H4,Bardolph,S,2.034409291,2124
1H4,Bardolph,AA,2.797507674,2124
1H4,Bardolph,IH,-1.355412813,2124
1H4,Bardolph,UW,2.594526672,2124
1H4,Bardolph,F,0.318450014,2124
1H4,Bardolph,EH,0.555858283,2124
1H4,Bardolph,EY,0.330416391,2124
1H4,Bardolph,D,0.904827815,2124
1H4,Bardolph,ER,-1.102111719,2124
1H4,Bardolph,DH,-0.822439317,2124
1H4,Bardolph,AY,0.65302822,2124
1H4,Bardolph,AE,-1.293377684,2124
1H4,Bardolph,HH,-2.6596874,2124
1H4,Bardolph,JH,2.635147046,2124
1H4,Bardolph,L,-0.203032435,2124
1H4,Bardolph,P,-1.180626643,2124
1H4,Bardolph,B,-0.523672561,2124
1H4,Bardolph,ZH,-0.671145379,2124
1H4,Bardolph,Y,1.894782939,2124
1H4,Bardolph,W,1.205720157,2124
1H4,Bardolph,V,-1.335955406,2124
1H4,Bardolph,IY,-0.988658328,2124
1H4,Bardolph,OY,-1.034298694,2124
1H4,Bedford,OW,-3.540630393,714
1H4,Bedford,SH,-0.820175695,714
1H4,Bedford,TH,-0.533258954,714
1H4,Bedford,NG,0.491806041,714
1H4,Bedford,T,1.566111262,714
1H4,Bedford,CH,-0.243341499,714
1H4,Bedford,R,-0.646841433,714
1H4,Bedford,Z,-0.770447072,714
1H4,Bedford,UH,-2.24003318,714
1H4,Bedford,AW,-1.135650699,714
1H4,Bedford,AH,-2.766985619,714
1H4,Bedford,AO,1.963910674,714
1H4,Bedford,G,1.840426948,714
1H4,Bedford,K,1.071514929,714
1H4,Bedford,N,-4.777973726,714
1H4,Bedford,M,0.367602127,714
1H4,Bedford,S,1.715068397,714
1H4,Bedford,AA,1.590821362,714
1H4,Bedford,IH,0.053844229,714
1H4,Bedford,UW,0.453889202,714
1H4,Bedford,F,-0.107584848,714
1H4,Bedford,EH,-1.033135707,714
1H4,Bedford,EY,3.140704579,714
1H4,Bedford,D,2.105113172,714
1H4,Bedford,ER,-0.836207577,714
1H4,Bedford,DH,0.010403031,714
1H4,Bedford,AY,1.409445117,714
1H4,Bedford,AE,0.433326032,714
1H4,Bedford,HH,0.066844431,714
1H4,Bedford,JH,0.366255577,714
1H4,Bedford,L,1.282844253,714
1H4,Bedford,P,-4.07845846,714
1H4,Bedford,B,-0.930972346,714
1H4,Bedford,ZH,-0.671145379,714
1H4,Bedford,Y,-0.373624702,714
1H4,Bedford,W,1.755478166,714
1H4,Bedford,V,-0.971276879,714
1H4,Bedford,IY,2.80144653,714
1H4,Bedford,OY,-1.034298694,714
1H4,Blunt,OW,-1.839362104,3321
1H4,Blunt,SH,0.360194522,3321
1H4,Blunt,TH,0.045688404,3321
1H4,Blunt,NG,0.679929326,3321
1H4,Blunt,T,0.407374588,3321
1H4,Blunt,CH,2.106902693,3321
1H4,Blunt,R,-0.198576857,3321
1H4,Blunt,Z,-1.762859676,3321
1H4,Blunt,UH,-0.054575286,3321
1H4,Blunt,AW,-0.22829185,3321
1H4,Blunt,AH,0.993367234,3321
1H4,Blunt,AO,-0.093932173,3321
1H4,Blunt,G,0.814458616,3321
1H4,Blunt,K,-0.73827278,3321
1H4,Blunt,N,-0.536844444,3321
1H4,Blunt,M,-1.078199912,3321
1H4,Blunt,S,1.878848159,3321
1H4,Blunt,AA,0.772742301,3321
1H4,Blunt,IH,-0.520218037,3321
1H4,Blunt,UW,0.393079031,3321
1H4,Blunt,F,-0.517160607,3321
1H4,Blunt,EH,0.883613991,3321
1H4,Blunt,EY,0.006157256,3321
1H4,Blunt,D,1.886198541,3321
1H4,Blunt,ER,-0.395073661,3321
1H4,Blunt,DH,0.476153833,3321
1H4,Blunt,AY,-1.039699011,3321
1H4,Blunt,AE,0.813435552,3321
1H4,Blunt,HH,-0.463657031,3321
1H4,Blunt,JH,0.527373318,3321
1H4,Blunt,L,-0.468732505,3321
1H4,Blunt,P,0.412054972,3321
1H4,Blunt,B,-0.686441343,3321
1H4,Blunt,ZH,-0.671145379,3321
1H4,Blunt,Y,0.286922701,3321
1H4,Blunt,W,-1.436216316,3321
1H4,Blunt,V,-0.466701614,3321
1H4,Blunt,IY,-0.3188162,3321
1H4,Blunt,OY,-0.041803037,3321
1H4,Chamberlain,OW,1.116611575,1575
1H4,Chamberlain,SH,-1.71670325,1575
1H4,Chamberlain,TH,3.902591591,1575
1H4,Chamberlain,NG,0.860425922,1575
1H4,Chamberlain,T,0.980755857,1575
1H4,Chamberlain,CH,-1.359426267,1575
1H4,Chamberlain,R,0.389049917,1575
1H4,Chamberlain,Z,-1.148464604,1575
1H4,Chamberlain,UH,-0.378743591,1575
1H4,Chamberlain,AW,-0.666791484,1575
1H4,Chamberlain,AH,0.186358591,1575
1H4,Chamberlain,AO,1.89489163,1575
1H4,Chamberlain,G,-0.037573304,1575
1H4,Chamberlain,K,0.581734668,1575
1H4,Chamberlain,N,1.167017366,1575
1H4,Chamberlain,M,-0.982916706,1575
1H4,Chamberlain,S,-3.749782909,1575
1H4,Chamberlain,AA,0.041101253,1575
1H4,Chamberlain,IH,-0.541340701,1575
1H4,Chamberlain,UW,-0.342882315,1575
1H4,Chamberlain,F,1.07316757,1575
1H4,Chamberlain,EH,-1.855523227,1575
1H4,Chamberlain,EY,1.390680992,1575
1H4,Chamberlain,D,-0.326205644,1575
1H4,Chamberlain,ER,-1.140829734,1575
1H4,Chamberlain,DH,0.207871326,1575
1H4,Chamberlain,AY,-0.081963086,1575
1H4,Chamberlain,AE,3.181886949,1575
1H4,Chamberlain,HH,1.105016206,1575
1H4,Chamberlain,JH,-0.846841207,1575
1H4,Chamberlain,L,1.667760869,1575
1H4,Chamberlain,P,-1.26637238,1575
1H4,Chamberlain,B,-0.709633602,1575
1H4,Chamberlain,ZH,-0.671145379,1575
1H4,Chamberlain,Y,-0.519309913,1575
1H4,Chamberlain,W,0.803445714,1575
1H4,Chamberlain,V,-0.207251421,1575
1H4,Chamberlain,IY,-1.483915424,1575
1H4,Chamberlain,OY,-1.034298694,1575
1H4,DRAWERS.Francis,OW,0.331780219,642
1H4,DRAWERS.Francis,SH,-0.59104267,642
1H4,DRAWERS.Francis,TH,-2.553235737,642
1H4,DRAWERS.Francis,NG,-0.630421311,642
1H4,DRAWERS.Francis,T,-0.611896767,642
1H4,DRAWERS.Francis,CH,0.041905594,642
1H4,DRAWERS.Francis,R,1.001687739,642
1H4,DRAWERS.Francis,Z,-2.148595547,642
1H4,DRAWERS.Francis,UH,4.724292148,642
1H4,DRAWERS.Francis,AW,0.48480135,642
1H4,DRAWERS.Francis,AH,-2.586106375,642
1H4,DRAWERS.Francis,AO,5.288452456,642
1H4,DRAWERS.Francis,G,-1.137428859,642
1H4,DRAWERS.Francis,K,-1.356280958,642
1H4,DRAWERS.Francis,N,-0.128028567,642
1H4,DRAWERS.Francis,M,0.349431764,642
1H4,DRAWERS.Francis,S,2.10303068,642
1H4,DRAWERS.Francis,AA,-1.540068672,642
1H4,DRAWERS.Francis,IH,-1.122806059,642
1H4,DRAWERS.Francis,UW,2.093578308,642
1H4,DRAWERS.Francis,F,-0.781351092,642
1H4,DRAWERS.Francis,EH,-3.546100419,642
1H4,DRAWERS.Francis,EY,-2.790459064,642
1H4,DRAWERS.Francis,D,3.955624791,642
1H4,DRAWERS.Francis,ER,1.647960305,642
1H4,DRAWERS.Francis,DH,-3.045709858,642
1H4,DRAWERS.Francis,AY,3.414165478,642
1H4,DRAWERS.Francis,AE,0.165127372,642
1H4,DRAWERS.Francis,HH,-1.11404132,642
1H4,DRAWERS.Francis,JH,-1.866040876,642
1H4,DRAWERS.Francis,L,5.848906703,642
1H4,DRAWERS.Francis,P,-2.67553979,642
1H4,DRAWERS.Francis,B,2.111946775,642
1H4,DRAWERS.Francis,ZH,-0.671145379,642
1H4,DRAWERS.Francis,Y,-0.140673841,642
1H4,DRAWERS.Francis,W,-1.449000555,642
1H4,DRAWERS.Francis,V,-3.150284554,642
1H4,DRAWERS.Francis,IY,-1.002042749,642
1H4,DRAWERS.Francis,OY,-1.034298694,642
1H4,Douglas,OW,0.927535554,3668
1H4,Douglas,SH,-1.169162823,3668
1H4,Douglas,TH,1.428449248,3668
1H4,Douglas,NG,1.738647874,3668
1H4,Douglas,T,0.432206782,3668
1H4,Douglas,CH,-1.08262619,3668
1H4,Douglas,R,0.487812559,3668
1H4,Douglas,Z,-0.661645891,3668
1H4,Douglas,UH,-1.436457165,3668
1H4,Douglas,AW,2.095769183,3668
1H4,Douglas,AH,0.276406947,3668
1H4,Douglas,AO,-0.234945144,3668
1H4,Douglas,G,-0.436555777,3668
1H4,Douglas,K,1.175434112,3668
1H4,Douglas,N,-0.4488301,3668
1H4,Douglas,M,-0.739395139,3668
1H4,Douglas,S,-1.599888232,3668
1H4,Douglas,AA,1.054466061,3668
1H4,Douglas,IH,1.796857042,3668
1H4,Douglas,UW,-2.078742639,3668
1H4,Douglas,F,-0.8572424,3668
1H4,Douglas,EH,-0.553818274,3668
1H4,Douglas,EY,-1.534486403,3668
1H4,Douglas,D,0.129040774,3668
1H4,Douglas,ER,-1.232438014,3668
1H4,Douglas,DH,2.496433373,3668
1H4,Douglas,AY,0.524953936,3668
1H4,Douglas,AE,0.011335117,3668
1H4,Douglas,HH,-0.280967027,3668
1H4,Douglas,JH,-0.54598119,3668
1H4,Douglas,L,0.263604498,3668
1H4,Douglas,P,-1.407517379,3668
1H4,Douglas,B,0.133204742,3668
1H4,Douglas,ZH,1.346350779,3668
1H4,Douglas,Y,-0.728426948,3668
1H4,Douglas,W,0.078716053,3668
1H4,Douglas,V,0.362771432,3668
1H4,Douglas,IY,-0.845032027,3668
1H4,Douglas,OY,-1.034298694,3668
1H4,Falstaff,OW,-0.213850945,55972
1H4,Falstaff,SH,-0.434389337,55972
1H4,Falstaff,TH,0.280157814,55972
1H4,Falstaff,NG,0.204226436,55972
1H4,Falstaff,T,0.263254068,55972
1H4,Falstaff,CH,-0.509952781,55972
1H4,Falstaff,R,-0.503045241,55972
1H4,Falstaff,Z,-0.668428701,55972
1H4,Falstaff,UH,0.566169643,55972
1H4,Falstaff,AW,1.104473677,55972
1H4,Falstaff,AH,0.096714133,55972
1H4,Falstaff,AO,-0.186902971,55972
1H4,Falstaff,G,0.801677104,55972
1H4,Falstaff,K,0.058785361,55972
1H4,Falstaff,N,0.5942684,55972
1H4,Falstaff,M,-0.218276189,55972
1H4,Falstaff,S,-1.874112786,55972
1H4,Falstaff,AA,0.769617337,55972
1H4,Falstaff,IH,-0.512059849,55972
1H4,Falstaff,UW,-0.463492047,55972
1H4,Falstaff,F,0.717780269,55972
1H4,Falstaff,EH,-0.553264931,55972
1H4,Falstaff,EY,-0.139115968,55972
1H4,Falstaff,D,-0.139067237,55972
1H4,Falstaff,ER,-0.813210786,55972
1H4,Falstaff,DH,0.456177787,55972
1H4,Falstaff,AY,0.864248995,55972
1H4,Falstaff,AE,2.029653403,55972
1H4,Falstaff,HH,-0.21383128,55972
1H4,Falstaff,JH,-0.50338402,55972
1H4,Falstaff,L,0.275729471,55972
1H4,Falstaff,P,-0.046756299,55972
1H4,Falstaff,B,0.330652753,55972
1H4,Falstaff,ZH,-0.405280737,55972
1H4,Falstaff,Y,-0.602248563,55972
1H4,Falstaff,W,-0.416069089,55972
1H4,Falstaff,V,0.777669246,55972
1H4,Falstaff,IY,-0.214760899,55972
1H4,Falstaff,OY,-0.192714752,55972
1H4,Gadshill,OW,0.421113477,3517
1H4,Gadshill,SH,0.243810015,3517
1H4,Gadshill,TH,-1.307212034,3517
1H4,Gadshill,NG,1.636872048,3517
1H4,Gadshill,T,-0.473605214,3517
1H4,Gadshill,CH,0.658920047,3517
1H4,Gadshill,R,-0.330525063,3517
1H4,Gadshill,Z,-0.827193891,3517
1H4,Gadshill,UH,-0.563565778,3517
1H4,Gadshill,AW,0.72527919,3517
1H4,Gadshill,AH,0.054512768,3517
1H4,Gadshill,AO,-0.932142332,3517
1H4,Gadshill,G,0.330256878,3517
1H4,Gadshill,K,2.969008549,3517
1H4,Gadshill,N,1.382620521,3517
1H4,Gadshill,M,0.380068111,3517
1H4,Gadshill,S,-0.606683774,3517
1H4,Gadshill,AA,-0.612523437,3517
1H4,Gadshill,IH,-0.778398607,3517
1H4,Gadshill,UW,0.395579885,3517
1H4,Gadshill,F,-0.45281899,3517
1H4,Gadshill,EH,-1.093319653,3517
1H4,Gadshill,EY,2.84454581,3517
1H4,Gadshill,D,-1.412963516,3517
1H4,Gadshill,ER,0.704507172,3517
1H4,Gadshill,DH,2.000617938,3517
1H4,Gadshill,AY,-1.011962333,3517
1H4,Gadshill,AE,2.566491929,3517
1H4,Gadshill,HH,-0.441840944,3517
1H4,Gadshill,JH,-0.489047677,3517
1H4,Gadshill,L,-0.712579721,3517
1H4,Gadshill,P,-0.279180623,3517
1H4,Gadshill,B,-1.068032557,3517
1H4,Gadshill,ZH,-0.671145379,3517
1H4,Gadshill,Y,-0.843825915,3517
1H4,Gadshill,W,-0.826881206,3517
1H4,Gadshill,V,-0.631894608,3517
1H4,Gadshill,IY,-0.514789793,3517
1H4,Gadshill,OY,-0.082617733,3517
1H4,Glendower,OW,-1.432914902,6535
1H4,Glendower,SH,2.94415827,6535
1H4,Glendower,TH,0.319356482,6535
1H4,Glendower,NG,1.021721815,6535
1H4,Glendower,T,-0.922201339,6535
1H4,Glendower,CH,-0.275123802,6535
1H4,Glendower,R,-0.139038291,6535
1H4,Glendower,Z,0.400007657,6535
1H4,Glendower,UH,-0.679191683,6535
1H4,Glendower,AW,-0.60036245,6535
1H4,Glendower,AH,0.766323054,6535
1H4,Glendower,AO,0.695728898,6535
1H4,Glendower,G,0.015832732,6535
1H4,Glendower,K,0.367423208,6535
1H4,Glendower,N,0.945255096,6535
1H4,Glendower,M,0.000393063,6535
1H4,Glendower,S,-1.63792955,6535
1H4,Glendower,AA,0.117878612,6535
1H4,Glendower,IH,-0.733630159,6535
1H4,Glendower,UW,0.091175356,6535
1H4,Glendower,F,-1.063533837,6535
1H4,Glendower,EH,-1.003579761,6535
1H4,Glendower,EY,0.224514444,6535
1H4,Glendower,D,0.259930273,6535
1H4,Glendower,ER,-0.219103371,6535
1H4,Glendower,DH,-0.48447654,6535
1H4,Glendower,AY,0.041982953,6535
1H4,Glendower,AE,0.351828108,6535
1H4,Glendower,HH,-0.317210463,6535
1H4,Glendower,JH,-0.889262194,6535
1H4,Glendower,L,0.407741792,6535
1H4,Glendower,P,0.772615198,6535
1H4,Glendower,B,-0.859861798,6535
1H4,Glendower,ZH,0.448490314,6535
1H4,Glendower,Y,0.793019493,6535
1H4,Glendower,W,-0.102262091,6535
1H4,Glendower,V,0.767445041,6535
1H4,Glendower,IY,0.640453715,6535
1H4,Glendower,OY,-1.034298694,6535
1H4,HenryIV,OW,-0.679450535,28457
1H4,HenryIV,SH,0.184058827,28457
1H4,HenryIV,TH,-0.603493645,28457
1H4,HenryIV,NG,-0.88899348,28457
1H4,HenryIV,T,-0.335301573,28457
1H4,HenryIV,CH,1.260977181,28457
1H4,HenryIV,R,-0.077146849,28457
1H4,HenryIV,Z,0.586185479,28457
1H4,HenryIV,UH,-0.474358622,28457
1H4,HenryIV,AW,0.797623218,28457
1H4,HenryIV,AH,0.980519216,28457
1H4,HenryIV,AO,-0.401258424,28457
1H4,HenryIV,G,-0.38568492,28457
1H4,HenryIV,K,-0.659662993,28457
1H4,HenryIV,N,1.404886987,28457
1H4,HenryIV,M,-0.801911589,28457
1H4,HenryIV,S,0.425938429,28457
1H4,HenryIV,AA,-0.203164903,28457
1H4,HenryIV,IH,-0.292329713,28457
1H4,HenryIV,UW,-0.254981699,28457
1H4,HenryIV,F,-0.411157892,28457
1H4,HenryIV,EH,0.35997352,28457
1H4,HenryIV,EY,-1.009311843,28457
1H4,HenryIV,D,0.872214405,28457
1H4,HenryIV,ER,-0.046769697,28457
1H4,HenryIV,DH,-0.179147974,28457
1H4,HenryIV,AY,-0.716959858,28457
1H4,HenryIV,AE,-0.379773946,28457
1H4,HenryIV,HH,-0.228945427,28457
1H4,HenryIV,JH,0.012397585,28457
1H4,HenryIV,L,0.711597557,28457
1H4,HenryIV,P,0.067798539,28457
1H4,HenryIV,B,-0.26616272,28457
1H4,HenryIV,ZH,0.342109627,28457
1H4,HenryIV,Y,-0.473453589,28457
1H4,HenryIV,W,-0.254935984,28457
1H4,HenryIV,V,0.645213007,28457
1H4,HenryIV,IY,0.273946686,28457
1H4,HenryIV,OY,0.111211277,28457
1H4,HenryV,OW,-0.320464603,46194
1H4,HenryV,SH,-0.139107391,46194
1H4,HenryV,TH,-0.012966528,46194
1H4,HenryV,NG,0.070555413,46194
1H4,HenryV,T,-0.182528902,46194
1H4,HenryV,CH,-0.447724087,46194
1H4,HenryV,R,0.074337074,46194
1H4,HenryV,Z,-1.108947012,46194
1H4,HenryV,UH,-0.214661443,46194
1H4,HenryV,AW,1.455262829,46194
1H4,HenryV,AH,0.493349546,46194
1H4,HenryV,AO,-0.001399065,46194
1H4,HenryV,G,0.369076699,46194
1H4,HenryV,K,-0.087851351,46194
1H4,HenryV,N,-0.022626577,46194
1H4,HenryV,M,-0.437532521,46194
1H4,HenryV,S,0.118243067,46194
1H4,HenryV,AA,0.393575251,46194
1H4,HenryV,IH,-0.36693247,46194
1H4,HenryV,UW,-1.046446052,46194
1H4,HenryV,F,0.454795945,46194
1H4,HenryV,EH,0.356383038,46194
1H4,HenryV,EY,-0.372468438,46194
1H4,HenryV,D,0.15043218,46194
1H4,HenryV,ER,-0.763232257,46194
1H4,HenryV,DH,0.926076953,46194
1H4,HenryV,AY,0.304778647,46194
1H4,HenryV,AE,0.79501847,46194
1H4,HenryV,HH,-0.697957045,46194
1H4,HenryV,JH,0.248080967,46194
1H4,HenryV,L,0.733104776,46194
1H4,HenryV,P,-0.119601527,46194
1H4,HenryV,B,-0.075849007,46194
1H4,HenryV,ZH,-0.512311865,46194
1H4,HenryV,Y,-0.527516409,46194
1H4,HenryV,W,0.035675325,46194
1H4,HenryV,V,0.187917551,46194
1H4,HenryV,IY,-0.309502333,46194
1H4,HenryV,OY,-0.171990496,46194
1H4,Hotspur,OW,-0.179122625,46504
1H4,Hotspur,SH,-0.112165345,46504
1H4,Hotspur,TH,-0.069906278,46504
1H4,Hotspur,NG,0.388739286,46504
1H4,Hotspur,T,0.108916204,46504
1H4,Hotspur,CH,-0.308772927,46504
1H4,Hotspur,R,-0.515963847,46504
1H4,Hotspur,Z,-0.066420157,46504
1H4,Hotspur,UH,0.171899555,46504
1H4,Hotspur,AW,0.168654118,46504
1H4,Hotspur,AH,0.515164871,46504
1H4,Hotspur,AO,-0.243787426,46504
1H4,Hotspur,G,-0.181215169,46504
1H4,Hotspur,K,0.603027929,46504
1H4,Hotspur,N,0.779477491,46504
1H4,Hotspur,M,0.120462741,46504
