feature,count
linguaalveolar,331
linguapalatal,81
fricative,171
nonsonorant,381
glide,43
affricate,9
voiceless,215
liquid,99
nasal,139
labiodental,37
bilabial,113
stop,201
linguavelar,45
coronal,353
glottal,21
sonorant,281
nonsibilant,583
voiced,447
sibilant,79
noncoronal,309
linguadental,34
