feature,count
linguaalveolar,7895
linguapalatal,1788
fricative,4842
nonsonorant,9776
glide,919
affricate,286
voiceless,5398
liquid,2386
nasal,2986
labiodental,1111
bilabial,2414
stop,4648
linguavelar,1215
coronal,8680
glottal,463
sonorant,6291
nonsibilant,13980
voiced,10669
sibilant,2087
noncoronal,7387
linguadental,1181
