feature,count
linguaalveolar,89
linguapalatal,20
fricative,38
nonsonorant,91
glide,9
affricate,6
voiceless,43
liquid,35
nasal,28
labiodental,11
bilabial,27
stop,47
linguavelar,9
coronal,90
glottal,1
sonorant,72
nonsibilant,143
voiced,120
sibilant,20
noncoronal,73
linguadental,6
