feature,count
linguaalveolar,739
linguapalatal,180
fricative,425
nonsonorant,909
glide,84
affricate,18
voiceless,528
liquid,209
nasal,251
labiodental,78
bilabial,211
stop,466
linguavelar,97
coronal,813
glottal,45
sonorant,544
nonsibilant,1254
voiced,925
sibilant,199
noncoronal,640
linguadental,103
