feature,count
linguaalveolar,125
linguapalatal,32
fricative,72
nonsonorant,137
glide,10
affricate,4
voiceless,80
liquid,47
nasal,51
labiodental,17
bilabial,38
stop,61
linguavelar,11
coronal,137
glottal,7
sonorant,108
nonsibilant,212
voiced,165
sibilant,33
noncoronal,108
linguadental,15
