feature,count
linguaalveolar,775
linguapalatal,210
fricative,506
nonsonorant,1003
glide,108
affricate,17
voiceless,560
liquid,240
nasal,275
labiodental,99
bilabial,254
stop,480
linguavelar,115
coronal,885
glottal,66
sonorant,623
nonsibilant,1392
voiced,1066
sibilant,234
noncoronal,741
linguadental,107
