feature,count
linguaalveolar,5
linguapalatal,3
fricative,2
nonsonorant,8
glide,3
affricate,0
voiceless,3
liquid,4
nasal,1
labiodental,0
bilabial,5
stop,6
linguavelar,2
coronal,7
glottal,1
sonorant,8
nonsibilant,15
voiced,13
sibilant,1
noncoronal,9
linguadental,0
