feature,count
linguaalveolar,4468
linguapalatal,811
fricative,2725
nonsonorant,5428
glide,401
affricate,149
voiceless,3100
liquid,1254
nasal,1616
labiodental,588
bilabial,1344
stop,2554
linguavelar,520
coronal,4905
glottal,290
sonorant,3271
nonsibilant,7530
voiced,5599
sibilant,1169
noncoronal,3794
linguadental,678
