feature,count
linguaalveolar,51
linguapalatal,6
fricative,38
nonsonorant,61
glide,3
affricate,0
voiceless,43
liquid,16
nasal,15
labiodental,5
bilabial,11
stop,23
linguavelar,5
coronal,58
glottal,8
sonorant,34
nonsibilant,79
voiced,52
sibilant,16
noncoronal,37
linguadental,9
