feature,count
linguaalveolar,80
linguapalatal,15
fricative,46
nonsonorant,91
glide,12
affricate,4
voiceless,55
liquid,21
nasal,23
labiodental,9
bilabial,21
stop,41
linguavelar,9
coronal,81
glottal,6
sonorant,56
nonsibilant,123
voiced,92
sibilant,24
noncoronal,66
linguadental,7
