feature,count
linguaalveolar,5
linguapalatal,0
fricative,1
nonsonorant,3
glide,1
affricate,0
voiceless,3
liquid,2
nasal,1
labiodental,0
bilabial,1
stop,2
linguavelar,1
coronal,4
glottal,0
sonorant,4
nonsibilant,6
voiced,4
sibilant,1
noncoronal,3
linguadental,0
