feature,count
linguaalveolar,688
linguapalatal,153
fricative,414
nonsonorant,816
glide,115
affricate,6
voiceless,478
liquid,179
nasal,244
labiodental,71
bilabial,225
stop,396
linguavelar,82
coronal,767
glottal,51
sonorant,538
nonsibilant,1146
voiced,876
sibilant,208
noncoronal,587
linguadental,84
