feature,count
linguaalveolar,62
linguapalatal,12
fricative,49
nonsonorant,87
glide,9
affricate,0
voiceless,51
liquid,15
nasal,30
labiodental,5
bilabial,23
stop,38
linguavelar,13
coronal,74
glottal,14
sonorant,54
nonsibilant,123
voiced,90
sibilant,18
noncoronal,67
linguadental,12
