feature,count
linguaalveolar,1518
linguapalatal,349
fricative,1007
nonsonorant,1917
glide,154
affricate,46
voiceless,1061
liquid,469
nasal,534
labiodental,202
bilabial,491
stop,864
linguavelar,156
coronal,1731
glottal,117
sonorant,1157
nonsibilant,2627
voiced,2013
sibilant,447
noncoronal,1343
linguadental,241
