feature,count
linguaalveolar,107
linguapalatal,21
fricative,58
nonsonorant,119
glide,3
affricate,3
voiceless,64
liquid,37
nasal,34
labiodental,11
bilabial,22
stop,58
linguavelar,14
coronal,112
glottal,9
sonorant,74
nonsibilant,164
voiced,129
sibilant,29
noncoronal,81
linguadental,9
