feature,count
linguaalveolar,6
linguapalatal,3
fricative,3
nonsonorant,5
glide,2
affricate,0
voiceless,3
liquid,2
nasal,1
labiodental,0
bilabial,1
stop,2
linguavelar,0
coronal,6
glottal,0
sonorant,5
nonsibilant,7
voiced,7
sibilant,3
noncoronal,4
linguadental,0
