feature,count
linguaalveolar,339
linguapalatal,90
fricative,224
nonsonorant,437
glide,37
affricate,4
voiceless,223
liquid,119
nasal,129
labiodental,49
bilabial,92
stop,209
linguavelar,62
coronal,399
glottal,38
sonorant,285
nonsibilant,637
voiced,499
sibilant,85
noncoronal,323
linguadental,52
