feature,count
linguaalveolar,36
linguapalatal,6
fricative,18
nonsonorant,41
glide,1
affricate,2
voiceless,20
liquid,8
nasal,10
labiodental,1
bilabial,9
stop,21
linguavelar,3
coronal,35
glottal,2
sonorant,19
nonsibilant,48
voiced,40
sibilant,12
noncoronal,25
linguadental,3
