feature,count
linguaalveolar,222
linguapalatal,41
fricative,127
nonsonorant,262
glide,14
affricate,3
voiceless,141
liquid,62
nasal,70
labiodental,25
bilabial,43
stop,132
linguavelar,30
coronal,239
glottal,16
sonorant,146
nonsibilant,353
voiced,267
sibilant,55
noncoronal,169
linguadental,31
