feature,count
linguaalveolar,854
linguapalatal,207
fricative,526
nonsonorant,1081
glide,120
affricate,26
voiceless,625
liquid,250
nasal,331
labiodental,127
bilabial,308
stop,529
linguavelar,110
coronal,951
glottal,56
sonorant,701
nonsibilant,1559
voiced,1157
sibilant,223
noncoronal,831
linguadental,120
