feature,count
linguaalveolar,1106
linguapalatal,209
fricative,557
nonsonorant,1248
glide,70
affricate,46
voiceless,718
liquid,323
nasal,413
labiodental,138
bilabial,316
stop,645
linguavelar,113
coronal,1132
glottal,65
sonorant,806
nonsibilant,1807
voiced,1336
sibilant,247
noncoronal,922
linguadental,107
