feature,count
linguaalveolar,1538
linguapalatal,260
fricative,968
nonsonorant,1983
glide,152
affricate,35
voiceless,1076
liquid,401
nasal,564
labiodental,202
bilabial,487
stop,980
linguavelar,226
coronal,1759
glottal,80
sonorant,1117
nonsibilant,2721
voiced,2024
sibilant,379
noncoronal,1341
linguadental,307
