feature,count
linguaalveolar,4025
linguapalatal,856
fricative,2447
nonsonorant,4944
glide,444
affricate,119
voiceless,2773
liquid,1245
nasal,1434
labiodental,546
bilabial,1212
stop,2378
linguavelar,549
coronal,4486
glottal,256
sonorant,3123
nonsibilant,7045
voiced,5294
sibilant,1022
noncoronal,3581
linguadental,623
