feature,count
linguaalveolar,292
linguapalatal,42
fricative,181
nonsonorant,353
glide,47
affricate,12
voiceless,215
liquid,59
nasal,107
labiodental,27
bilabial,112
stop,160
linguavelar,30
coronal,297
glottal,28
sonorant,213
nonsibilant,475
voiced,351
sibilant,91
noncoronal,269
linguadental,35
