feature,count
linguaalveolar,4373
linguapalatal,910
fricative,2675
nonsonorant,5270
glide,542
affricate,125
voiceless,3031
liquid,1271
nasal,1485
labiodental,596
bilabial,1308
stop,2470
linguavelar,564
coronal,4734
glottal,258
sonorant,3298
nonsibilant,7306
voiced,5537
sibilant,1262
noncoronal,3834
linguadental,559
