feature,count
linguaalveolar,186
linguapalatal,39
fricative,119
nonsonorant,230
glide,16
affricate,4
voiceless,136
liquid,54
nasal,77
labiodental,22
bilabial,55
stop,107
linguavelar,32
coronal,204
glottal,25
sonorant,147
nonsibilant,323
voiced,241
sibilant,54
noncoronal,173
linguadental,18
