feature,count
linguaalveolar,90
linguapalatal,25
fricative,55
nonsonorant,111
glide,9
affricate,1
voiceless,71
liquid,34
nasal,32
labiodental,9
bilabial,24
stop,55
linguavelar,15
coronal,112
glottal,11
sonorant,75
nonsibilant,163
voiced,115
sibilant,23
noncoronal,74
linguadental,12
