feature,count
linguaalveolar,5
linguapalatal,1
fricative,6
nonsonorant,6
glide,0
affricate,0
voiceless,4
liquid,1
nasal,3
labiodental,0
bilabial,2
stop,0
linguavelar,0
coronal,6
glottal,1
sonorant,4
nonsibilant,6
voiced,6
sibilant,4
noncoronal,4
linguadental,1
