feature,count
linguaalveolar,1053
linguapalatal,225
fricative,656
nonsonorant,1319
glide,122
affricate,22
voiceless,770
liquid,314
nasal,437
labiodental,136
bilabial,363
stop,641
linguavelar,167
coronal,1152
glottal,91
sonorant,873
nonsibilant,1920
voiced,1422
sibilant,272
noncoronal,1040
linguadental,157
