feature,count
linguaalveolar,330
linguapalatal,87
fricative,211
nonsonorant,429
glide,45
affricate,13
voiceless,256
liquid,109
nasal,99
labiodental,47
bilabial,94
stop,205
linguavelar,50
coronal,382
glottal,27
sonorant,253
nonsibilant,592
voiced,426
sibilant,90
noncoronal,300
linguadental,47
