feature,count
linguaalveolar,126
linguapalatal,29
fricative,88
nonsonorant,158
glide,10
affricate,4
voiceless,86
liquid,35
nasal,44
labiodental,17
bilabial,41
stop,66
linguavelar,8
coronal,136
glottal,15
sonorant,89
nonsibilant,202
voiced,161
sibilant,45
noncoronal,111
linguadental,11
