feature,count
linguaalveolar,28
linguapalatal,7
fricative,17
nonsonorant,35
glide,6
affricate,1
voiceless,23
liquid,5
nasal,5
labiodental,1
bilabial,6
stop,17
linguavelar,6
coronal,31
glottal,2
sonorant,16
nonsibilant,38
voiced,28
sibilant,13
noncoronal,20
linguadental,1
