feature,count
linguaalveolar,1514
linguapalatal,289
fricative,995
nonsonorant,1875
glide,157
affricate,37
voiceless,1077
liquid,434
nasal,535
labiodental,222
bilabial,461
stop,843
linguavelar,169
coronal,1662
glottal,108
sonorant,1126
nonsibilant,2574
voiced,1924
sibilant,427
noncoronal,1339
linguadental,238
