feature,count
linguaalveolar,332
linguapalatal,76
fricative,237
nonsonorant,420
glide,17
affricate,14
voiceless,238
liquid,105
nasal,117
labiodental,58
bilabial,81
stop,169
linguavelar,37
coronal,386
glottal,25
sonorant,239
nonsibilant,555
voiced,421
sibilant,104
noncoronal,273
linguadental,50
