feature,count
linguaalveolar,3405
linguapalatal,796
fricative,2002
nonsonorant,4028
glide,462
affricate,108
voiceless,2339
liquid,980
nasal,1243
labiodental,436
bilabial,1039
stop,1918
linguavelar,451
coronal,3632
glottal,193
sonorant,2685
nonsibilant,5733
voiced,4374
sibilant,980
noncoronal,3081
linguadental,393
