feature,count
linguaalveolar,229
linguapalatal,73
fricative,144
nonsonorant,279
glide,32
affricate,7
voiceless,147
liquid,83
nasal,86
labiodental,25
bilabial,75
stop,128
linguavelar,28
coronal,279
glottal,24
sonorant,201
nonsibilant,411
voiced,333
sibilant,69
noncoronal,201
linguadental,26
