feature,count
linguaalveolar,7868
linguapalatal,1753
fricative,4738
nonsonorant,9570
glide,975
affricate,258
voiceless,5684
liquid,2183
nasal,2894
labiodental,1016
bilabial,2401
stop,4574
linguavelar,997
coronal,8335
glottal,673
sonorant,6052
nonsibilant,13487
voiced,9938
sibilant,2135
noncoronal,7287
linguadental,914
