feature,count
linguaalveolar,68
linguapalatal,21
fricative,32
nonsonorant,72
glide,16
affricate,4
voiceless,44
liquid,20
nasal,24
labiodental,11
bilabial,20
stop,36
linguavelar,5
coronal,63
glottal,4
sonorant,60
nonsibilant,118
voiced,88
sibilant,14
noncoronal,69
linguadental,3
