feature,count
linguaalveolar,182
linguapalatal,30
fricative,100
nonsonorant,203
glide,17
affricate,5
voiceless,119
liquid,37
nasal,69
labiodental,14
bilabial,45
stop,98
linguavelar,24
coronal,176
glottal,11
sonorant,123
nonsibilant,271
voiced,207
sibilant,55
noncoronal,150
linguadental,20
