feature,count
linguaalveolar,160
linguapalatal,31
fricative,102
nonsonorant,203
glide,19
affricate,1
voiceless,104
liquid,52
nasal,71
labiodental,20
bilabial,54
stop,100
linguavelar,37
coronal,213
glottal,15
sonorant,142
nonsibilant,306
voiced,241
sibilant,39
noncoronal,132
linguadental,28
