feature,count
linguaalveolar,407
linguapalatal,95
fricative,254
nonsonorant,499
glide,40
affricate,21
voiceless,272
liquid,126
nasal,161
labiodental,48
bilabial,122
stop,224
linguavelar,56
coronal,448
glottal,24
sonorant,327
nonsibilant,718
voiced,554
sibilant,108
noncoronal,378
linguadental,74
