feature,count
linguaalveolar,473
linguapalatal,111
fricative,300
nonsonorant,601
glide,54
affricate,10
voiceless,341
liquid,143
nasal,151
labiodental,62
bilabial,150
stop,291
linguavelar,58
coronal,536
glottal,32
sonorant,348
nonsibilant,806
voiced,608
sibilant,143
noncoronal,413
linguadental,63
