feature,count
linguaalveolar,40
linguapalatal,10
fricative,30
nonsonorant,55
glide,1
affricate,3
voiceless,32
liquid,12
nasal,10
labiodental,5
bilabial,4
stop,22
linguavelar,7
coronal,46
glottal,6
sonorant,23
nonsibilant,65
voiced,46
sibilant,13
noncoronal,32
linguadental,6
