feature,count
linguaalveolar,52
linguapalatal,16
fricative,30
nonsonorant,61
glide,8
affricate,2
voiceless,39
liquid,24
nasal,15
labiodental,6
bilabial,13
stop,29
linguavelar,9
coronal,59
glottal,7
sonorant,47
nonsibilant,96
voiced,69
sibilant,12
noncoronal,49
linguadental,5
