feature,count
linguaalveolar,433
linguapalatal,104
fricative,228
nonsonorant,502
glide,57
affricate,19
voiceless,314
liquid,126
nasal,135
labiodental,43
bilabial,143
stop,255
linguavelar,41
coronal,446
glottal,21
sonorant,318
nonsibilant,691
voiced,506
sibilant,129
noncoronal,374
linguadental,35
