feature,count
linguaalveolar,84
linguapalatal,22
fricative,45
nonsonorant,108
glide,8
affricate,1
voiceless,59
liquid,28
nasal,33
labiodental,10
bilabial,25
stop,62
linguavelar,24
coronal,95
glottal,3
sonorant,69
nonsibilant,154
voiced,118
sibilant,23
noncoronal,82
linguadental,9
