feature,count
linguaalveolar,1479
linguapalatal,364
fricative,869
nonsonorant,1811
glide,133
affricate,62
voiceless,1065
liquid,458
nasal,479
labiodental,168
bilabial,399
stop,880
linguavelar,195
coronal,1628
glottal,97
sonorant,1070
nonsibilant,2456
voiced,1816
sibilant,425
noncoronal,1253
linguadental,179
