feature,count
linguaalveolar,106
linguapalatal,28
fricative,80
nonsonorant,148
glide,5
affricate,1
voiceless,102
liquid,38
nasal,36
labiodental,17
bilabial,35
stop,67
linguavelar,16
coronal,132
glottal,8
sonorant,79
nonsibilant,189
voiced,125
sibilant,38
noncoronal,95
linguadental,17
