feature,count
linguaalveolar,2281
linguapalatal,497
fricative,1415
nonsonorant,2851
glide,334
affricate,67
voiceless,1699
liquid,602
nasal,852
labiodental,288
bilabial,733
stop,1369
linguavelar,307
coronal,2365
glottal,272
sonorant,1788
nonsibilant,4045
voiced,2940
sibilant,594
noncoronal,2274
linguadental,261
