feature,count
linguaalveolar,17
linguapalatal,8
fricative,8
nonsonorant,19
glide,6
affricate,0
voiceless,14
liquid,5
nasal,4
labiodental,0
bilabial,6
stop,11
linguavelar,1
coronal,20
glottal,0
sonorant,15
nonsibilant,28
voiced,20
sibilant,6
noncoronal,14
linguadental,2
