feature,count
linguaalveolar,170
linguapalatal,41
fricative,95
nonsonorant,213
glide,12
affricate,4
voiceless,128
liquid,55
nasal,53
labiodental,23
bilabial,52
stop,114
linguavelar,24
coronal,189
glottal,4
sonorant,120
nonsibilant,284
voiced,205
sibilant,49
noncoronal,144
linguadental,19
