feature,count
linguaalveolar,8
linguapalatal,1
fricative,3
nonsonorant,9
glide,2
affricate,0
voiceless,4
liquid,1
nasal,5
labiodental,1
bilabial,4
stop,6
linguavelar,2
coronal,6
glottal,0
sonorant,8
nonsibilant,16
voiced,13
sibilant,1
noncoronal,11
linguadental,1
