feature,count
linguaalveolar,286
linguapalatal,67
fricative,185
nonsonorant,356
glide,27
affricate,8
voiceless,207
liquid,93
nasal,107
labiodental,29
bilabial,100
stop,163
linguavelar,32
coronal,324
glottal,29
sonorant,227
nonsibilant,496
voiced,376
sibilant,87
noncoronal,259
linguadental,40
