feature,count
linguaalveolar,50
linguapalatal,9
fricative,33
nonsonorant,62
glide,6
affricate,2
voiceless,27
liquid,14
nasal,15
labiodental,9
bilabial,10
stop,27
linguavelar,5
coronal,52
glottal,6
sonorant,35
nonsibilant,87
voiced,70
sibilant,10
noncoronal,45
linguadental,8
