feature,count
linguaalveolar,129
linguapalatal,28
fricative,69
nonsonorant,144
glide,15
affricate,7
voiceless,71
liquid,44
nasal,41
labiodental,17
bilabial,30
stop,68
linguavelar,17
coronal,144
glottal,4
sonorant,100
nonsibilant,215
voiced,173
sibilant,29
noncoronal,100
linguadental,19
