feature,count
linguaalveolar,1861
linguapalatal,452
fricative,1196
nonsonorant,2384
glide,262
affricate,53
voiceless,1453
liquid,502
nasal,631
labiodental,206
bilabial,610
stop,1135
linguavelar,224
coronal,2021
glottal,196
sonorant,1395
nonsibilant,3215
voiced,2326
sibilant,564
noncoronal,1758
linguadental,230
